ClassID	ClassName	Need1	Need10	Need10Count	Need1Count	Need2	Need2Count	Need3	Need3Count	Need4	Need4Count	Need5	Need5Count	Need6	Need6Count	Need7	Need7Count	Need8	Need8Count	Need9	Need9Count
271	Ring_Telekinesis	Ring_Windpressure_1	None	0	1	Ring_Avalanche_1	1	Ring_Weathering_1	1	Ring_Eraser_1	1	Ring_Fallingmeteorite_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
272	Ring2_Telekinesis	Ring_Telekinesis	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
273	Ring_Furious	Ring_SkullDivider_1	None	0	1	Ring_Furious_1	1	Ring_SkullFracture_1	1	Ring_GrindAccel_1	1	Ring_BloodyRain_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
274	Ring2_Furious	Ring_Furious	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
275	Ring_Tempest	Ring_Thunderspear_1	None	0	1	Ring_Thundercalling_1	1	Ring_Tempestblow_1	1	Ring_Tempestroar_1	1	Ring_Thunderer_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
276	Ring2_Tempest	Ring_Tempest	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
277	Ring_Cutlass	Ring_IntoTheHeaven_1	None	0	1	Ring_GetSet_1	1	Ring_CrescentFiring_1	1	Ring_DanceWithCutlass_1	1	Ring_DriveSpear_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
278	Ring2_Cutlass	Ring_Cutlass	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
279	Ring_Abyss	Ring_Contract_1	None	0	1	Ring_Dealing_1	1	Ring_Sharing_1	1	Ring_Deprave_1	1	Ring_Massdestruction_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
280	Ring2_Abyss	Ring_Abyss	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
281	Ring_SoulGuard	Ring_Spincombination_1	None	0	1	Ring_Aggressiveposition_1	1	Ring_Gustbringer_1	1	Ring_Chaindirection_1	1	Ring_Devastaor_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
282	Ring2_SoulGuard	Ring_SoulGuard	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
283	Ring_Soulbringer	Ring_Kingspirit_1	None	0	1	Ring_Soulcrash_1	1	Ring_Blinkblow_1	1	Ring_Windblow_1	1	Ring_Crescendo_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
284	Ring2_Soulbringer	Ring_Soulbringer	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
285	Ring_Therapy	Ring_Depoison_1	None	0	1	Ring_Deresist_1	1	Ring_Demental_1	1	Ring_Dephsical_1	1	Ring_Demagical_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
286	Ring2_Therapy	Ring_Therapy	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
287	Ring_Sniper	Ring_TargetFocus_1	None	0	1	Ring_SilentManeuver_1	1	Ring_Breathing_1	1	Ring_SandFlare_1	1	Ring_Snipe_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
288	Ring2_Sniper	Ring_Sniper	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
289	Ring_Sabertooth	Ring_BladeStomp_1	None	0	1	Ring_VenomBlade_1	1	Ring_PentaScimitar_1	1	Ring_DustStorm_1	1	Ring_Tearer_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
290	Ring2_Sabertooth	Ring_Sabertooth	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
291	Ring_Destroyer	Ring_RepairTool_1	None	0	1	Ring_ImprovedCannonTurret_1	1	Ring_SpikeArea_1	1	Ring_AntiAirGun_1	1	Ring_BusterCannon_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
292	Ring2_Destroyer	Ring_Destroyer	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
293	Ring_GuardianStructure	Ring_RepairTool_1	None	0	1	Ring_ImprovedRotateBlade_1	1	Ring_ShockField_1	1	Ring_GroundShaker_1	1	Ring_FlameRiser_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
294	Ring2_GuardianStructure	Ring_GuardianStructure	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
295	Ring_Architecture	Ring_RepairTool_1	None	0	1	Ring_ImprovedRotateBlade_1	1	Ring_DetectionWard_1	1	Ring_AntiAirGun_1	1	Ring_Regenarator_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
296	Ring2_Architecture	Ring_Architecture	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
297	Ring_Sweeper	Ring_WarningShot_1	None	0	1	Ring_CleanUp_1	1	Ring_LadiesOrder_1	1	Ring_TidyRoad_1	1	Ring_QuadrupleAction_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
298	Ring2_Sweeper	Ring_Sweeper	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
299	Ring_PuppetLancer	Ring_OverTheSky_1	None	0	1	Ring_MightyVictor_1	1	Ring_TornadoBlow_1	1	Ring_OverTheHorizon_1	1	Ring_BigBang_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
300	Ring2_PuppetLancer	Ring_PuppetLancer	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
301	Ring_PuppetShooter	Ring_SetShooter_1	None	0	1	Ring_ReverseRolling_1	1	Ring_CrownLloyd_1	1	Ring_CoveringFire_1	1	Ring_CounterBullet_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
302	Ring2_PuppetShooter	Ring_PuppetShooter	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
303	Ring_PuppetMagician	Ring_PsychicBomb_1	None	0	1	Ring_DiamondSphere_1	1	Ring_LadySasha_1	1	Ring_VoltageShower_1	1	Ring_HarshBlaze_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
304	Ring2_PuppetMagician	Ring_PuppetMagician	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
305	Ring_PuppetMaster	Ring_CheerUP_1	None	0	1	Ring_MightyVictor_1	1	Ring_CrownLloyd_1	1	Ring_LadySasha_1	1	Ring_Nightmare_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
306	Ring2_PuppetMaster	Ring_PuppetMaster	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
307	Ring_Diable	Ring_Appetit_1	None	0	1	Ring_Roasting_1	1	Ring_Julienner_1	1	Ring_Hacher_1	1	Ring_Friandise_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
308	Ring2_Diable	Ring_Diable	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
309	Ring_FleurGlacier	Ring_Engarde_1	None	0	1	Ring_Glacierobsession_1	1	Ring_Glacierfente_1	1	Ring_Glaciercutter_1	1	Ring_Glacierfinish_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
310	Ring2_FleurGlacier	Ring_FleurGlacier	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
311	Ring2_Provoke_1	Ring_Provoke_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
312	Ring2_Reflection_1	Ring_Reflection_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
313	Ring2_HealingAuto_1	Ring_HealingAuto_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
314	Ring2_Concentrate_1	Ring_Concentrate_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
315	Ring2_ManaActivation_1	Ring_ManaActivation_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
316	Ring2_MeltArmor_1	Ring_MeltArmor_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
317	Ring2_MeltWeapon_1	Ring_MeltWeapon_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
318	Ring2_FatalBlues_1	Ring_FatalBlues_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
319	Ring2_Tenacity_1	Ring_Tenacity_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
320	Ring2_Sprint_1	Ring_Sprint_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
321	Ring2_Fantastic_1	Ring_Fantastic_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
322	Ring2_BattleCook_1	Ring_BattleCook_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
323	Ring2_SiegeMode_1	Ring_SiegeMode_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
324	Ring2_Rage_1	Ring_Rage_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
325	Ring2_Powerabsinia_1	Ring_Powerabsinia_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
326	Ring2_CastNet_1	Ring_CastNet_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
327	Ring2_Grinding_1	Ring_Grinding_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
328	Ring2_SandStorm_1	Ring_SandStorm_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
329	Ring2_Infiltration_1	Ring_Infiltration_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
330	Ring2_ChapterofEarth_1	Ring_ChapterofEarth_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
331	Ring2_Resuscitation_1	Ring_Resuscitation_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
332	Ring2_BoostMagic_1	Ring_BoostMagic_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
333	Ring2_ChapterofWind_1	Ring_ChapterofWind_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
334	Ring2_Dreamofdoll_1	Ring_Dreamofdoll_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
335	Ring2_Leviathanroar_1	Ring_Leviathanroar_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
336	Ring2_BattleSmith_1	Ring_BattleSmith_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
337	Ring2_Destino_1	Ring_Destino_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
338	Ring2_BurningSpirits_1	Ring_BurningSpirits_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
339	Ring2_Summon_GrimReaper_B_1	Ring_Summon_GrimReaper_B_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
340	Ring2_Summon_GrimReaper_W_1	Ring_Summon_GrimReaper_W_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
341	Ring2_ShdowTrigger_1	Ring_ShdowTrigger_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
342	Ring2_IceSpirits_1	Ring_IceSpirits_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
343	Ring2_Encor_1	Ring_Encor_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
344	Ring2_HwoarangsSpirits_1	Ring_HwoarangsSpirits_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
345	Ring2_CatsEye_1	Ring_CatsEye_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
346	Ring2_Summon_Bearworker_1	Ring_Summon_Bearworker_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
347	Ring2_Feralroar_1	Ring_Feralroar_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
348	Ring2_Beast_1	Ring_Beast_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
349	Ring2_SummonProst_1	Ring_SummonProst_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
350	Ring2_SafeGuard_1	Ring_SafeGuard_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
351	Ring2_Sprint2_1	Ring_Sprint2_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
352	Ring2_HighTide_1	Ring_HighTide_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
353	Ring2_Cure_1	Ring_Cure_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
354	Ring2_Trigger_1	Ring_Trigger_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
355	Ring2_Leadership_1	Ring_Leadership_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
356	Ring2_Alchemy_1	Ring_Alchemy_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
357	Ring2_SilentMove_1	Ring_SilentMove_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
358	Ring2_Flare_1	Ring_Flare_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
359	Ring2_Tactics_1	Ring_Tactics_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
360	Ring2_Frenzy_1	Ring_Frenzy_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
361	Ring2_GroundWave_1	Ring_GroundWave_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
362	Ring2_MassHealing_1	Ring_MassHealing_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
363	Ring2_CleaningTime_1	Ring_CleaningTime_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
364	Ring2_HighlanderSoul_1	HighlanderSoul_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
365	Ring2_Grill_1	Ring_Grill_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
366	Ring2_EnchantedArm_1	Ring_EnchantedArm_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
367	Ring_TranceRobo	Ring_EnergeCharge_1	None	0	1	Ring_Tenderaiser_1	1	Ring_Steamer_1	1	Ring_SilverArarat_1	1	Ring_AutoBaron_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
368	Ring2_TranceRobo	Ring_TranceRobo	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
369	Ring_DarkAvenger	Ring_Decapitate_1	None	0	1	Ring_Throwweapons_1	1	Ring_ShadowWalking_1	1	Ring_RepeatedlyStab_1	1	Ring_ConcentrateFire_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
370	Ring2_DarkAvenger	Ring_DarkAvenger	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
371	Ring2_AyeMaam_1	Ring_AyeMaam_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
372	Ring2_FastBuilder_1	Ring_FastBuilder_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
373	Ring2_DestroyerMode_1	Ring_DestroyerMode_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
374	Ring2_DefendMode_1	Ring_DefendMode_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
375	Ring_Trickinesys	Ring_Deception_1	None	0	1	Ring_AcroPhobia_1	1	Ring_DarkSphere_1	1	Ring_MindPresure_1	1	Ring_MindBlast_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
376	Ring2_Trickinesys	Ring_Trickinesys	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
377	Ring_Cobra	Ring_BackRollingFire_1	None	0	1	Ring_ShootingCannon_1	1	Ring_HeavyDrinker_1	1	Ring_BreakingStorm_1	1	Ring_EndlessWaltz_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
378	Ring2_Cobra	Ring_Cobra	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
379	Ring_DIstortionCube	Ring_CrystalPrison_1	None	0	1	Ring_ForceField_1	1	Ring_LightningCuberic_1	1	Ring_DimensionTerritory_1	1	Ring_LandCracker_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
380	Ring2_DIstortionCube	Ring_DIstortionCube	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
381	Ring2_FastThinking_1	Ring_FastThinking_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
382	Ring2_Drunken_1	Ring_Drunken_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
383	Ring2_ReflectSkin_1	Ring_ReflectSkin_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
384	Ring_Rocking	Ring_Chromatic_1	None	0	1	Ring_Arounding_1	1	Ring_Powerstroke_1	1	Ring_Accelarando_1	1	Ring_Finishing_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
385	Ring2_Rocking	Ring_Rocking	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
386	Ring_FemmeFatale	Ring_BloodyDagger_1	None	0	1	Ring_FanningBlossom_1	1	Ring_FoxHound_1	1	Ring_BurstFlower_1	1	Ring_StrafeCharge_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
387	Ring2_FemmeFatale	Ring_FemmeFatale	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
388	Ring2_DaggerPolish_1	Ring_DaggerPolish_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
389	Ring_RoyalGuard	Ring_ReadyAction_1	None	0	1	Ring_BlastStinger_1	1	Ring_Detonate_1	1	Ring_CQC_1	1	Ring_ZeppelinAttack_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
390	Ring2_RoyalGuard	Ring_RoyalGuard	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
391	Ring_MartialArtsT	Ring_Doublechilingkick_1	None	0	1	Ring_CircleofStream_1	1	Ring_EmentalKick_1	1	Ring_EmentalPunch_1	1	Ring_ElementalPower_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
392	Ring2_MartialArtsT	Ring_MartialArtsT	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
393	Ring_LightningWolf	Ring_LightningSpear_1	None	0	1	Ring_Rush_1	1	Ring_Bondage_1	1	Ring_ThunderWave_1	1	Ring_LightningBomb_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
394	Ring2_LightningWolf	Ring_LightningWolf	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
395	Ring_Inferno	Ring_FireGolemControl_1	None	0	1	Ring_CallGiant_1	1	Ring_Flameload_1	1	Ring_FireFlower_1	1	Ring_LavaExplosion_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
396	Ring2_Inferno	Ring_Inferno	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
397	Ring_Vendetta	Ring_CounterStep_1	None	0	1	Ring_Voidness_1	1	Ring_Exclusion_ven_1	1	Ring_StabSlash_1	1	Ring_ChainofElimination_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
398	Ring2_Vendetta	Ring_Vendetta	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
399	Ring_CombatAssault	Ring_Counter_1	None	0	1	Ring_Preparation_1	1	Ring_ShootingBlow_1	1	Ring_Voltexpear_1	1	Ring_CutUpper_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
400	Ring2_CombatAssault	Ring_CombatAssault	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
401	Ring_ShadowAssault	Ring_Counter_1	None	0	1	Ring_Preparation_1	1	Ring_MidnightSlasher_1	1	Ring_Voltexpear_1	1	Ring_CutUpper_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
402	Ring2_ShadowAssault	Ring_ShadowAssault	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
403	Ring2_Marksmanship_1	Ring_Marksmanship_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
404	Ring_BattleMedicine	Ring_AcidStalker_1	None	0	1	Ring_PainKiller_1	1	Ring_ImpactSpike_1	1	Ring_MassEvasion_1	1	Ring_AdrenalinFever_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
405	Ring2_BattleMedicine	Ring_BattleMedicine	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
406	Ring_TwinSting	Ring_WolfEye_1	None	0	1	Ring_Wireshot_1	1	Ring_Butterfly_1	1	Ring_Deadzone_1	1	Ring_Justone_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
407	Ring2_TwinSting	Ring_TwinSting	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
408	Ring2_Edge	Ring_Edge_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
409	Ring_Floresta	Ring_RaizRodia_1	None	0	1	Ring_FloralBreeze_1	1	Ring_FloralTwister_1	1	Ring_AquiMantara_1	1	Ring_RoseHeart_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
410	Ring2_Floresta	Ring_Floresta	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
411	Ring_HeavyStinger	Ring_StingerShot_1	None	0	1	Ring_SmokeScreen_1	1	Ring_OverLimit_1	1	Ring_ClusterBullet_1	1	Ring_BustGrenade_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
412	Ring2_HeavyStinger	Ring_HeavyStinger	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
413	Ring_Maidenofglacier	Ring_Snowstorm_1	None	0	1	Ring_Icicle_1	1	Ring_Thornfield_1	1	Ring_Snowflake_1	1	Ring_Icebreaker_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
414	Ring2_Maidenofglacier	Ring_Maidenofglacier	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
415	Ring2_GunMaster	Ring_GunMaster_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
