ClassID	ClassName	Emitter1	Emitter10	Emitter11	Emitter12	Emitter13	Emitter14	Emitter15	Emitter16	Emitter17	Emitter18	Emitter19	Emitter2	Emitter20	Emitter21	Emitter22	Emitter23	Emitter24	Emitter25	Emitter26	Emitter27	Emitter28	Emitter29	Emitter3	Emitter30	Emitter31	Emitter32	Emitter33	Emitter34	Emitter35	Emitter36	Emitter37	Emitter38	Emitter39	Emitter4	Emitter40	Emitter41	Emitter42	Emitter5	Emitter6	Emitter7	Emitter8	Emitter9	Node1	Node10	Node11	Node12	Node13	Node14	Node15	Node16	Node17	Node18	Node19	Node2	Node20	Node21	Node22	Node23	Node24	Node25	Node26	Node27	Node28	Node29	Node3	Node30	Node31	Node32	Node33	Node34	Node35	Node36	Node37	Node38	Node39	Node4	Node40	Node41	Node42	Node5	Node6	Node7	Node8	Node9	Particle1	Particle10	Particle11	Particle12	Particle13	Particle14	Particle15	Particle16	Particle17	Particle18	Particle19	Particle2	Particle20	Particle21	Particle22	Particle23	Particle24	Particle25	Particle26	Particle27	Particle28	Particle29	Particle3	Particle30	Particle31	Particle32	Particle33	Particle34	Particle35	Particle36	Particle37	Particle38	Particle39	Particle4	Particle40	Particle41	Particle42	Particle5	Particle6	Particle7	Particle8	Particle9
188	Summon_Walter	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_walter_fire	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
189	Summon_SafetyWard	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy01	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Summon_ward_blue_m	None	None	None	None	None	None	None	None	None	None	BGE_safety_ward	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
190	Summon_RegenWard	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy01	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Summon_ward_green_m	None	None	None	None	None	None	None	None	None	None	BGE_regen_ward	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
191	Summon_HealingWard	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy01	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Summon_ward_green_m	None	None	None	None	None	None	None	None	None	None	BGE_regen_ward	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
192	Summon_HealingWard2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy01	None	None	None	None	None	None	None	None	None	None	Dummy01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Summon_ward_green_m	None	None	None	None	None	None	None	None	None	None	BGE_regen_ward	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
193	monster_valkyrietrebuchet	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	for_valkyrie	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
194	Summon_Steamfog	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	npc_steam01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
195	Summon_TreasureGolem	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_tg_01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_TreasureGolem_kep_head	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
196	Summon_GrimReaper_B	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	monster_ripper	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
197	Summon_GrimReaper_W	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	monster_yellow_ripper	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
198	Event_GrimRipperScavenger	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	monster_yellow_ripper	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
199	Event_GrimRipperBlack	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	monster_ripper	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
200	Event_GrimRipperWhite	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	monster_yellow_ripper	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
201	Monster_TreasureZealot	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	HIT_Blood_Treasure	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
202	Monster_TreasureZealotR	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	HIT_Blood_Treasure	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
203	Monster_TreasureZealotf	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	HIT_Blood_Treasure	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
204	Monster_TreasurePhobitan	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	HIT_Blood_Treasure	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
205	Monster_TreasurePhobitanR	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	HIT_Blood_Treasure	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
206	Monster_TreasurePhobitanf	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	HIT_Blood_Treasure	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
207	Monster_TreasureMerman	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	HIT_Blood_Treasure	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
208	Monster_TreasureMermanf	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	HIT_Blood_Treasure	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
209	Monster_TreasureMaiden	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	HIT_Blood_Treasure	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
210	Monster_TreasureMaidenR	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	HIT_Blood_Treasure	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
211	Monster_TreasureMaidenf	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	HIT_Blood_Treasure	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
212	Mission_marionettecontrolcenter1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	Dummy_effect02	None	None	None	None	None	None	None	None	None	None	Dummy_effect03	None	None	None	None	None	None	None	None	None	None	Dummy_effect04	None	None	None	None	None	None	None	None	mon_marione01	None	None	None	None	None	None	None	None	None	None	BGE_candlelight_a	None	None	None	None	None	None	None	None	None	None	BGE_candlelight_a	None	None	None	None	None	None	None	None	None	None	BGE_candlelight_a	None	None	None	None	None	None	None	None
213	Mission_marionettecontrolcenter2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	Dummy_effect02	None	None	None	None	None	None	None	None	None	None	Dummy_effect03	None	None	None	None	None	None	None	None	None	None	Dummy_effect04	None	None	None	None	None	None	None	None	mon_marione01	None	None	None	None	None	None	None	None	None	None	BGE_candlelight_a	None	None	None	None	None	None	None	None	None	None	BGE_candlelight_a	None	None	None	None	None	None	None	None	None	None	BGE_candlelight_a	None	None	None	None	None	None	None	None
214	Mission_marionettecontrolcenter_a	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_marione01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
215	Mission_BlueHome	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	H_Dummy05	None	None	None	None	None	None	None	None	None	None	H_Dummy06	None	None	None	None	None	None	None	None	None	None	H_Dummy01	None	None	None	None	None	None	None	None	None	None	H_Dummy02	None	None	None	H_Dummy03	H_Dummy04	None	None	None	BGE_bonjin_Blue	None	None	None	None	None	None	None	None	None	None	BGE_bonjin_02_Blue	None	None	None	None	None	None	None	None	None	None	BGE_Firewood_01	None	None	None	None	None	None	None	None	None	None	BGE_Firewood_01	None	None	None	BGE_Firewood_01	BGE_Firewood_01	None	None	None
216	Mission_YellowHome	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	H_Dummy05	None	None	None	None	None	None	None	None	None	None	H_Dummy06	None	None	None	None	None	None	None	None	None	None	H_Dummy01	None	None	None	None	None	None	None	None	None	None	H_Dummy02	None	None	None	H_Dummy03	H_Dummy04	None	None	None	BGE_bonjin_Yellow	None	None	None	None	None	None	None	None	None	None	BGE_bonjin_02_Yellow	None	None	None	None	None	None	None	None	None	None	BGE_Firewood_01	None	None	None	None	None	None	None	None	None	None	BGE_Firewood_01	None	None	None	BGE_Firewood_01	BGE_Firewood_01	None	None	None
217	Mission_Enemy_Home	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy05	None	None	None	None	None	None	None	None	None	None	Dummy06	None	None	None	None	None	None	None	None	None	None	Dummy01	None	None	None	None	None	None	None	None	None	None	Dummy02	None	None	None	Dummy03	Dummy04	None	None	None	BGE_bonjin_Enemy	None	None	None	None	None	None	None	None	None	None	BGE_bonjin_02_Enemy	None	None	None	None	None	None	None	None	None	None	BGE_Firewood_Enemy	None	None	None	None	None	None	None	None	None	None	BGE_Firewood_Enemy	None	None	None	BGE_Firewood_Enemy	BGE_Firewood_Enemy	None	None	None
218	Monster_Recalltower	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	effect_Dummy01	None	None	None	None	None	None	None	None	None	None	effect_Dummy02	None	None	None	None	None	None	None	None	None	None	effect_Dummy03	None	None	None	None	None	None	None	None	None	None	effect_Dummy04	None	None	None	None	None	None	None	None	BGE_fireup02	None	None	None	None	None	None	None	None	None	None	BGE_fireup02	None	None	None	None	None	None	None	None	None	None	BGE_fireup02	None	None	None	None	None	None	None	None	None	None	BGE_fireup02	None	None	None	None	None	None	None	None
219	Mission_BlueColony	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	H_Dummy05	None	None	None	None	None	None	None	None	None	None	H_Dummy06	None	None	None	None	None	None	None	None	None	None	H_Dummy01	None	None	None	None	None	None	None	None	None	None	H_Dummy02	None	None	None	H_Dummy03	H_Dummy04	None	None	None	BGE_bonjin_Blue	None	None	None	None	None	None	None	None	None	None	BGE_bonjin_02_Blue	None	None	None	None	None	None	None	None	None	None	BGE_Firewood_01	None	None	None	None	None	None	None	None	None	None	BGE_Firewood_01	None	None	None	BGE_Firewood_01	BGE_Firewood_01	None	None	None
220	Mission_YellowColony	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	H_Dummy05	None	None	None	None	None	None	None	None	None	None	H_Dummy06	None	None	None	None	None	None	None	None	None	None	H_Dummy01	None	None	None	None	None	None	None	None	None	None	H_Dummy02	None	None	None	H_Dummy03	H_Dummy04	None	None	None	BGE_bonjin_Yellow	None	None	None	None	None	None	None	None	None	None	BGE_bonjin_02_Yellow	None	None	None	None	None	None	None	None	None	None	BGE_Firewood_01	None	None	None	None	None	None	None	None	None	None	BGE_Firewood_01	None	None	None	BGE_Firewood_01	BGE_Firewood_01	None	None	None
221	Mission_Potal	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	Dummy_effect02	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_latemcenter	None	None	None	None	None	None	None	None	None	None	mon_latemcenter02	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
222	Mon_Treasurechest05	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	Dummy_effect02	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	BGE_bombspark	None	None	None	None	None	None	None	None	None	None	BGE_bombspark	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
223	Mission_Treasureevent	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	HIT_Blood_Treasure	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
224	Monster_Snowman2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	BGE_regen_ward	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
225	Monster_Xmastree	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect03	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	ROOT_Dummy01	None	None	None	None	None	None	None	None	None	None	Dummy_effect02	None	None	None	None	None	None	None	None	BGE_regen_ward	None	None	None	None	None	None	None	None	None	None	npc_Xtree_star	None	None	None	None	None	None	None	None	None	None	npc_Xtree_bottom	None	None	None	None	None	None	None	None	None	None	npc_Xtree_top	None	None	None	None	None	None	None	None
226	Monster_FailedReagent	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	Dummy_effect02	None	None	None	None	None	None	None	None	None	None	Dummy_effect03	None	None	None	None	None	None	None	None	None	None	Dummy_effect04	None	None	None	Dummy_effect05	Dummy_effect06	Dummy_effect07	Dummy_effect08	None	mon_fireeyes_Blue	None	None	None	None	None	None	None	None	None	None	mon_fireeyes_Blue	None	None	None	None	None	None	None	None	None	None	Item_Assassin_01	None	None	None	None	None	None	None	None	None	None	Item_Assassin_01	None	None	None	Item_Assassin_01	Item_Assassin_01	Item_Assassin_01	Item_Assassin_01	None
227	Monster_FranMothtein2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bip01 Spine2	None	None	None	None	None	None	None	None	None	None	Bip01 L Clavicle	None	None	None	None	None	None	None	None	None	None	Bip01 R Clavicle	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Monstet_franmothein	None	None	None	None	None	None	None	None	None	None	Monstet_franmothein	None	None	None	None	None	None	None	None	None	None	Monstet_franmothein	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
228	Quest_TreasureGolem	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_tg_01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_TreasureGolem_kep_head	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
229	Quest_Novia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_novia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
230	Npc_gig_parasol	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	BGE_safety_ward	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
231	Monster_LosEffect1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	lightpillar_01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
