AGI	AnimType	AttachEffectIndex	AttachEffectIndexBattle	BodyType	BoneType	BuffMidOffset	BuffTopOffset	CHA	CON	Cache	Category	CharacterBuff	CharacterBuffLv	ClassID	ClassName	ClassType	ClothType	CollectCard	CommPoint	CostumeListFemale	CostumeListMale	Create	CreationCard	DEAD	DEX	DamageOffset	DefaultArmor	DefaultArmorName	DefaultInvenItem	DefaultInvenItemCount	DefaultLWeapon	DefaultRWeapon	DefaultStance	Dummy_N_LH	Dummy_N_RH	EdgeColor	EngName	EqpAchieveSet	EqpArmorSet	EqpArtifactSet	EqpAssistSet	EqpBackSet	EqpBeltSet	EqpBootsSet	EqpBreastSet	EqpCostumeSet	EqpEarSet	EqpFaceSet	EqpGloveSet	EqpHeadSet	EqpNeckSet	EqpRingSet	EqpShoulderSet	EqpWeaponSet	EquipTown	EtcType	EventCard	ExpeditionTag	ExpertStance	Gender	HairType	HeadType	HitDummy	HitOffset	Home	IDL	INT	IconClass	JobDesc	JobSkill	JobSklName	KillVoice	LODDist	Mass	Name	OriginalDEADAni	PICK	PINCH	PoseType	RUN	RootNode	Rotation	RuneWordPercentage	STD	STR	STUN	ScaleF	ScaleM	SelfHitEffect	Size	TopDummy	UniqueHit	Value	VeteranStance	WLK	WeaponScale	WeightRatio	initLv
40	BRYAN	None	None	PC_SET_BRYAN_BODY	PC_SET_BRYAN	137	200	50	70	TRUE	Cityzen	ChaIncSTR	1	141	Bryan	BRYAN	Unique	29120	0	None	None	Hire	22148	None	40	158	15001	CrecementoLeather	0	0	7216	7216	Savage,WildHammer	None	None	FFFFFF00	Bryan	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible	None,Ear	None	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	12701,12702,12703	TRUE	None	22302	45,87,34	None	Female	PC_SET_BRYAN_HAIR	PC_SET_BRYAN_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_BRYAN	50	fighter	<$>141398</>	1084	SharpenBlade	None	1200	1	<$>111054</>	NO	PC_PICK_BRYAN	PC_PINCH_BRYAN	BRYAN	PC_RUN_BRYAN	Bip01	TRUE	0	PC_STD_BRYAN	90	PC_STUN_BRYAN	1	1	HIT_Blood_Human	S	Dummy_State	YES	360	None	PC_WLK_BRYAN	None	1	100
50	BRYAN	None	None	PC_SET_BRYANRARE_BODY	PC_SET_BRYANRARE	137	200	50	70	TRUE	Cityzen	ChaIncSTR	1	142	BryanRare	BRYANRARE	Unique	29121	0	None	None	Hire	22149	None	40	158	15101	ExperimentalMetal	0	0	125325	125325	Savage,WildHammer	None	None	FFCC00FF	Divine Hammer Bryan	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible	None,Ear	None	None,Glove,LGlove,MGlove	None	None,Necklace	None,Ring	None,Shoulder	12801,12802,12803	TRUE	None	22303	12,88,81	None	Female	PC_SET_BRYANRARE_HAIR	PC_SET_BRYANRARE_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_BRYAN	50	fighter	<$>136383</>	1085	Metallurge	None	1200	1	<$>136382</>	NO	PC_PICK_BRYAN	PC_PINCH_BRYAN	BRYAN	PC_RUN_BRYAN	Bip01	TRUE	0	PC_STD_BRYAN	90	PC_STUN_BRYAN	1	1	HIT_Blood_Human	S	Dummy_State	YES	360	None	PC_WLK_BRYAN	None	1	100
70	BANE	None	None	PC_SET_BANE_BODY	PC_SET_BANE	137	223	55	55	TRUE	Cityzen	ChaEvasion	1	143	Bane	BANE	Unique	29122	0	None	None	Hire	22150	None	60	185	15102	ExperimentalLeatherFGT	0	0	10000	125303	BareknuckleB,DemolitionRoar	None	None	FFCC00FF	Bane	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosBane	None,Ear	None	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	12901,12902	TRUE	None	22304	13,43,68	None	Male	PC_SET_BANE_HAIR	PC_SET_BANE_HEAD	Bip01 Spine1	152	GranadoEspada	PC_IDL_BANE	80	warlock	<$>137041</>	1086	KillerInstinct	None	1200	1	<$>137040</>	NO	PC_PICK_BANE	PC_PINCH_BANE	BANE	PC_RUN_BANE	Bip01	TRUE	0	PC_STD_BANE	40	PC_STUN_BANE	0	1.06	HIT_Blood_Human	S	Dummy_State	YES	360	None	PC_WLK_BANE	FireBrc 1.5	1	100
60	LYNN	None	None	PC_SET_LYNNB_BODY	PC_SET_LYNNB	137	200	50	70	TRUE	Cityzen	ChaATK	1	144	Lynn	LYNN	Normal	29124	0	None	None	Hire	22152	None	40	158	15001	CrecementoLeather	0	0	10000	7206	Bareknuckle,ImperialGuardian	None	None	FFFFFF00	Lynn	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosLynn	None,Ear	None	None,Glove,LGlove	None,HatLynn	None,Necklace	None,Ring	None,Shoulder	13001,13002	TRUE	None	22306	12,85,57	None	Female	PC_SET_LYNNB_HAIR	PC_SET_LYNNB_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_LYNN	40	fighter	<$>137368</>	1087	ProtectWeapon	None	1200	1	<$>137367</>	NO	PC_PICK_LYNN	PC_PINCH_LYNN	LYNN	PC_RUN_LYNN	Bip01	TRUE	0	PC_STD_LYNN	80	PC_STUN_LYNN	1	1	HIT_Blood_Human	S	Dummy_State	YES	340	None	PC_WLK_LYNN	THSword 0.8	1	100
70	LYNN	None	None	PC_SET_LYNNRARE_BODY	PC_SET_LYNNRARE	137	200	50	70	TRUE	Cityzen	ChaDEF	2	145	LynnRare	LYNNRARE	Normal	29125	0	None	None	Hire	22153	None	40	158	15101	ExperimentalMetal	0	0	10000	125308	Bareknuckle,ImperialGuardianRare	None	None	FFCC00FF	Silver Flare Lynn	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosLynn	None,Ear	None	None,Glove,LGlove,MGlove	None	None,Necklace	None,Ring	None,Shoulder	13101,13102	TRUE	None	22307	12,78,57	None	Female	PC_SET_LYNNRARE_HAIR	PC_SET_LYNNRARE_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_LYNN	40	fighter	<$>137370</>	1088	ProtectArmor	None	1200	1	<$>137369</>	NO	PC_PICK_LYNN	PC_PINCH_LYNN	LYNN	PC_RUN_LYNN	Bip01	TRUE	0	PC_STD_LYNN	80	PC_STUN_LYNN	1	1	HIT_Blood_Human	S	Dummy_State	YES	350	None	PC_WLK_LYNN	THSword 0.8	1	100
40	EVIL	Pc_Evil	Pc_Evil	PC_SET_EVIL_BODY	PC_SET_EVIL	137	200	60	50	TRUE	Cityzen	ChaCast	1	146	Evil	EVIL	Normal	29126	0	None	None	Hire	22154	None	50	158	15003	CrecementoCoat	0	0	10000	7224	Bareknuckle,Machina	None	None	FFFFFF00	Evil Machina	None,Achieve	None,Coat,Robe	None,Artifact	None,ElementalSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosEvil	None,Ear	None	None,Glove	None	None,Necklace	None,Ring	None,Shoulder	13103,13104	TRUE	None	22308	44,85,15	None	Male	PC_SET_EVIL_HAIR	PC_SET_EVIL_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_EVIL	90	warlock	<$>142498</>	1090	SoltingMachina	None	1200	1	<$>142497</>	NO	PC_PICK_EVIL	PC_PINCH_MUS	EVIL	PC_RUN_EVIL	Bip01	TRUE	0	PC_STD_EVIL	40	PC_STUN_MUS	0.8	0.8	HIT_Blood_Human	S	Dummy_State	YES	330	None	PC_WLK_EVIL	None	1	100
40	KEVIN	None	None	PC_SET_KEVIN_BODY	PC_SET_KEVIN	137	200	70	50	TRUE	Cityzen	ChaCast	1	147	Kevin	KEVIN	Normal	29127	0	None	None	Hire	22155	None	50	158	15104	ExperimentalCoatMUS	0	0	10000	125311	Bareknuckle,Machinarare	None	None	FFCC00FF	Kevin	None,Achieve	None,Coat,Robe	None,Artifact	None,ElementalSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosKevin	None,Ear	None	None,Glove	None,HatKevin	None,Necklace	None,Ring	None,Shoulder	13105,13106	TRUE	None	22309	49,81,78	None	Male	PC_SET_KEVIN_HAIR	PC_SET_KEVIN_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_KEVIN	90	warlock	<$>142500</>	1091	Pacifista	None	1200	1	<$>142499</>	NO	PC_PICK_KEVIN	PC_PINCH_MUS	KEVIN	PC_RUN_KEVIN	Bip01	TRUE	0	PC_STD_KEVIN	40	PC_STUN_MUS	0.8	0.8	HIT_Blood_Human	S	Dummy_State	YES	340	None	PC_WLK_KEVIN	None	1	100
60	LEONA	None	None	PC_SET_LEONA_BODY	PC_SET_LEONA	137	200	40	75	TRUE	Cityzen	ChaMSATK	2	148	Leona	LEONA	Skirt	29123	0	None	None	Hire	22151	None	60	158	15001	CrecementoLeather	0	0	10000	7201	Bareknuckle,Secreto	None	None	FFFFFF00	Leona Vernie	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosLeona,CosLeona3	None,Ear	None	None,Glove,LGlove	None,HatLeona	None,Necklace	None,Ring	None,Shoulder	100,12903,12904,12905	TRUE	None	22305	66,85,59	None	Female	PC_SET_LEONA_HAIR	PC_SET_LEONA_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_LEONA	30	fighter	<$>142636</>	2022	Indicacion	None	1200	1	<$>142635</>	NO	PC_PICK_LEONA	PC_PINCH_LEONA	LEONA	PC_RUN_LEONA	Bip01	TRUE	0	PC_STD_LEONA	85	PC_STUN_LEONA	1	1	HIT_Blood_Human	S	Dummy_State	YES	360	None	PC_WLK_LEONA	Sabre 0.8 Sword 0.8	1	100
60	LEONA2	None	None	PC_SET_LEONA2_BODY	PC_SET_LEONA2	137	200	40	75	TRUE	Cityzen	ChaATK	2	149	Leona2	LEONA2	Skirt	29128	0	None	None	Hire	22156	None	60	158	15102	ExperimentalLeatherFGT	0	0	125302	125314	Bareknuckle,SecretoRare,RosaSecretaRare	None	None	FFCC00FF	Codename L	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosLeona2,CosLeona3	None,Ear	None	None,Glove,LGlove	None,HatLeona2	None,Necklace	None,Ring	None,Shoulder	100,12906,12907,12908	TRUE	None	22310	66,81,11	None	Female	PC_SET_LEONA2_HAIR	PC_SET_LEONA2_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_LEONA2	30	fighter	<$>150705</>	2023	Consolidacion	None	1200	1	<$>142637</>	NO	PC_PICK_LEONA2	PC_PINCH_LEONA2	LEONA2	PC_RUN_LEONA2	Bip01	TRUE	0	PC_STD_LEONA2	90	PC_STUN_LEONA2	1	1	HIT_Blood_Human	S	Dummy_State	YES	360	None	PC_WLK_LEONA2	Sword 0.8 Sabre 0.8	1	100
35	SARIEL	None	None	PC_SET_SARIEL_BODY	PC_SET_SARIEL	137	200	50	60	TRUE	Cityzen	ChaCast	2	150	Sariel	SARIEL	Normal	29129	0	None	None	Hire	22157	None	70	158	15004	CrecementoRobe	0	0	7221	7227	Bareknuckle,MysticCube,Conviction	None	None	FFFFFF00	Sariel	None,Achieve	None,Robe	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible	None,Ear	None	None,Glove	None	None,Necklace	None,Ring	None,Shoulder	13200,13201,13202	TRUE	None	22311	56,16,4	None	Male	PC_SET_SARIEL_HAIR	PC_SET_SARIEL_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_SARIEL	90	wizard	<$>143135</>	1093	Faith2	None	1200	1	<$>143134</>	NO	PC_PICK_SARIEL	PC_PINCH_SARIEL	SARIEL	PC_RUN_SARIEL	Bip01	TRUE	0	PC_STD_SARIEL	45	PC_STUN_SARIEL	0.95	1.011	HIT_Blood_Human	S	Dummy_State	YES	350	None	PC_WLK_SARIEL	None	1	100
35	SARIEL2	sariel_weapon	sariel_weapon	PC_SET_SARIEL2_BODY	PC_SET_SARIEL2	137	200	50	60	TRUE	Cityzen	ChaCast	2	151	Sariel2	SARIEL2	Normal	29130	0	None	None	Hire	22158	None	70	158	15106	ExperimentalRobe	0	0	125431	125312	BareknuckleSA,MysticCubeRare,ConvictionRare	None	None	FFCC00FF	Sariel2	None,Achieve	None,Robe	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible	None,Ear	None	None,Glove	None	None,Necklace	None,Ring	None,Shoulder	13203,13204,13205	TRUE	None	22312	78,34,56	None	Male	PC_SET_SARIEL2_HAIR	PC_SET_SARIEL2_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_SARIEL2	95	wizard	<$>143137</>	1092	Faith	None	1200	1	<$>143136</>	NO	PC_PICK_SARIEL2	PC_PINCH_SARIEL2	SARIEL2	PC_RUN_SARIEL2	Bip01	TRUE	0	PC_STD_SARIEL2	45	PC_STUN_SARIEL2	0.95	1.011	HIT_Blood_Human	S	Dummy_State	YES	355	None	PC_WLK_SARIEL2	Cube 0.1	1	100
50	JUDITH	None	None	PC_SET_JUDITHRARE_BODY	PC_SET_JUDITHRARE	137	200	50	85	TRUE	Cityzen	ChaDrain	1	152	JudithRare	JUDITHRARE	Skirt	29131	0	None	None	Hire	22159	None	50	158	15002	CrecementoMetal	0	0	10000	7207	Bareknuckle,BlandirCruz	None	None	FFFFFF00	Black Wing Judith	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosJudith,CosJudith1	None,Ear	None	None,Glove,LGlove,MGlove	None,HatJudith1	None,Necklace	None,Ring	None,Shoulder	100,13207	TRUE	None	22313	34,57,56	None	Female	PC_SET_JUDITHRARE_HAIR	PC_SET_JUDITHRARE_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_JUDITH	30	fighter	<$>152279</>	2024	Luxuria	None	1200	1	<$>152278</>	NO	PC_PICK_JUDITH	PC_PINCH_JUDITH	JUDITH	PC_RUN_JUDITH	Bip01	TRUE	0	PC_STD_JUDITH	85	PC_STUN_JUDITH	1	1	HIT_Blood_Human	S	Dummy_State	YES	355	None	PC_WLK_JUDITH	Polearm 0.9	1	100
50	JUDITH	None	None	PC_SET_JUDITH_BODY	PC_SET_JUDITH	137	200	50	85	TRUE	Cityzen	ChaMonDam	2	153	Judith	JUDITH	Skirt	29132	0	None	None	Hire	22160	None	50	158	15101	ExperimentalMetal	0	0	10000	125330	Bareknuckle,BlandirCruz,Quasar	None	None	FFCC00FF	Judith	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosJudith,CosJudith2	None,Ear	None	None,Glove,LGlove,MGlove	None,HatJudith2	None,Necklace	None,Ring	None,Shoulder	100,13206	TRUE	None	22314	78,57,56	None	Female	PC_SET_JUDITH_HAIR	PC_SET_JUDITH_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_JUDITH	30	fighter	<$>155347</>	2025	Avaritia	None	1200	1	<$>152280</>	NO	PC_PICK_JUDITH	PC_PINCH_JUDITH	JUDITH	PC_RUN_JUDITH	Bip01	TRUE	0	PC_STD_JUDITH	90	PC_STUN_JUDITH	1	1	HIT_Blood_Human	S	Dummy_State	YES	360	None	PC_WLK_JUDITH	Polearm 0.9	1	100
60	RISKY	None	None	PC_SET_RISKY_BODY	PC_SET_RISKY	134	195	60	50	TRUE	Cityzen	ChaIncINT	1	154	Risky	RISKY	Skirt	29133	0	None	None	Hire	22161	None	50	154	15106	ExperimentalRobe	0	0	10000	125305	Trick,Manipulation	None	None	FFCC00FF	Risky	None,Achieve	None,Robe	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosRisky	None,Ear	None	None,Glove	None,HatRisky	None,Necklace	None,Ring	None,Shoulder	13208,13209	TRUE	None	22315	54,7,16	None	Female	PC_SET_RISKY_HAIR	PC_SET_RISKY_HEAD	Bip01 Spine1	134	GranadoEspada	PC_IDL_RISKY	80	warlock	<$>152520</>	1094	Keycard	None	1200	1	<$>152519</>	NO	PC_PICK_RISKY	PC_PINCH_MUS	RISKY	PC_RUN_RISKY	Bip01	TRUE	0	PC_STD_RISKY	20	PC_STUN_MUS	0.94	1	HIT_Blood_Human	S	Dummy_State	YES	320	None	PC_WLK_RISKY	None	1	100
50	AMY	None	None	PC_SET_AMY_BODY	PC_SET_AMY	137	200	50	60	TRUE	Cityzen	ChaCast	1	155	Amy	AMY	Skirt	29134	0	None	None	Hire	22162	None	50	158	15003	CrecementoCoat	0	0	10000	7226	FirstAid4,Imperialtactics	None	None	FFFFFF00	Amy Shawzen	None,Achieve	None,Coat	None,Artifact	None,PsychicSphere	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None	None,Ear	None	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	13210,13211,13212	TRUE	None	22316	20,39,69	None	Female	PC_SET_AMY_HAIR	PC_SET_AMY_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_AMY	70	scout	<$>152721</>	1095	Fieldmanual	None	1200	1	<$>151592</>	NO	PC_PICK_AMY	PC_PINCH_AMY	AMY	PC_RUN_AMY	Bip01	TRUE	0	PC_STD_AMY	30	PC_STUN_AMY	1	1	HIT_Blood_Human	S	Dummy_State	YES	310	TacticalAssistance2	PC_WLK_AMY	None	1	100
50	AMY	None	None	PC_SET_AMYRARE_BODY	PC_SET_AMYRARE	137	200	50	50	TRUE	Cityzen	ChaDEF	2	156	AmyRare	AMYRARE	Skirt	29135	0	None	None	Hire	22163	None	50	158	15104	ExperimentalCoatMUS	0	0	10000	125306	FirstAid4,ImperialtacticsRare	None	None	FFCC00FF	Cadet Amy	None,Achieve	None,Coat	None,Artifact	None,PsychicSphere	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None	None,Ear	None	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	13213,13214,13215	TRUE	None	22317	81,20,70	None	Female	PC_SET_AMYRARE_HAIR	PC_SET_AMYRARE_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_AMY	80	scout	<$>152723</>	1096	Traingmanual	None	1200	1	<$>152722</>	NO	PC_PICK_AMY	PC_PINCH_AMY	AMY	PC_RUN_AMY	Bip01	TRUE	0	PC_STD_AMY	30	PC_STUN_AMY	1	1	HIT_Blood_Human	S	Dummy_State	YES	310	TacticalAssistance2	PC_WLK_AMY	None	1	100
60	NEO10	None	None	PC_SET_NEO10_BODY	PC_SET_NEO10	137	200	50	50	TRUE	Cityzen	ChaATK	1	157	Neo10	NEO10	Normal	0	0	None	None	Unique	0	None	50	158	15001	CrecementoLeather	0	0	7222	7201	Bareknuckle,BackGuard,Istion	None	None	FF00FF00	Neo10	None,Achieve	None,Leather	None,Artifact	None,	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible	None,Ear	None	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	100,13224,13216,13217,13218,13219	TRUE	None	0	19,7,5	None	Male	PC_SET_NEO10_HAIR	PC_SET_NEO10_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_NEO10	60	fighter	<$>178187</>	1098	Reditum	None	1200	1	<$>166099</>	NO	PC_PICK_NEO10	PC_PINCH_NEO10	NEO10	PC_RUN_NEO10	Bip01	TRUE	0	PC_STD_NEO10	70	PC_STUN_NEO10	0.95	1.011	HIT_Blood_Human	S	Dummy_State	NO	340	None	PC_WLK_NEO10	None	1	1
40	KEVIN	None	None	PC_SET_KEVINICE_BODY	PC_SET_KEVINICE	137	200	70	50	TRUE	Cityzen	ChaCast	1	158	KevinICE	KEVIN	Normal	29136	0	None	None	Hire	22164	None	50	158	15104	ExperimentalCoatMUS	0	0	10000	125311	Bareknuckle,Machinarare_ICE	None	None	FFCC00FF	Snowflake Kevin	None,Achieve	None,Coat,Robe	None,Artifact	None,ElementalSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible	None,Ear	None	None,Glove	None,HatKevin	None,Necklace	None,Ring	None,Shoulder	13105,13106	TRUE	None	22318	77,49,15	None	Male	PC_SET_KEVINICE_HAIR	PC_SET_KEVINICE_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_KEVIN	90	warlock	<$>142500</>	1091	Pacifistaice	None	1200	1	<$>195978</>	NO	PC_PICK_KEVIN	PC_PINCH_MUS	KEVIN	PC_RUN_KEVIN	Bip01	FALSE	0	PC_STD_KEVIN	40	PC_STUN_MUS	0.8	0.8	HIT_Blood_Human	S	Dummy_State	YES	340	None	PC_WLK_KEVIN	None	1	100
70	YULIANA	None	None	PC_SET_YULIANA_BODY	PC_SET_YULIANA	134	191	50	50	TRUE	Cityzen	ChaCRTATK	1	159	Yuliana	YULIANA	Skirt	29137	0	None	None	Hire	22165	None	90	153	15104	ExperimentalCoatMUS	0	0	125324	125307	Bareknuckle,AimingShot,SightShot,SacredBullet	None	None	FFCC00FF	Yuliana Constans	None,Achieve	None,Coat	None,Artifact	None,LargeCaliberBullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosYuliana	None,Ear	None	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	400,13222,13223	TRUE	None	22319	81,57,88	None	Female	PC_SET_YULIANA_HAIR	PC_SET_YULIANA_HEAD	Bip01 Spine1	134	GranadoEspada	PC_IDL_YULIANA	50	musketeer	<$>152991</>	2026	Virgo	None	1200	1	<$>152990</>	NO	PC_PICK_YULIANA	PC_PINCH_YULIANA	YULIANA	PC_RUN_YULIANA	Bip01	TRUE	0	PC_STD_YULIANA	30	PC_STUN_YULIANA	0.96	1	HIT_Blood_Human	S	Dummy_State	YES	340	None	PC_WLK_YULIANA	None	1	100
60	Diertrich	None	None	PC_SET_DIERTRICH_BODY	PC_SET_DIERTRICH	126	184	50	80	TRUE	Cityzen	ChaIncSTR	1	160	Diertrichherberthe	Diertrichherberthe	Normal	29138	0	None	None	Hire	22166	None	40	145	15001	CrecementoLeather	0	0	10000	7201	Bareknuckle,BackGuard,Fretensis	None	None	FFFFFF00	Diertrich	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None	None,Ear	None,	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	13225,13226	TRUE	None	22320	89,39,20	None	Female	PC_SET_DIERTRICH_HAIR	PC_SET_DIERTRICH_HEAD	Bip01 Spine1	126	GranadoEspada	PC_IDL_DIERTRICH	40	fighter	<$>156132</>	1099	Virtus	None	1200	0.9	<$>156131</>	NO	PC_PICK_RESCUE	PC_PINCH_RESCUE	Diertrich	PC_RUN_DIERTRICH	Bip01	TRUE	0	PC_STD_DIERTRICH	70	PC_STUN_RESCUE	0.95	0	HIT_Blood_Human	S	Dummy_State	YES	340	None	PC_WLK_DIERTRICH	None	1	100
60	Diertrich	None	None	PC_SET_DIERTRICHRARE_BODY	PC_SET_DIERTRICH	126	184	50	70	TRUE	Cityzen	ChaMHP	1	161	DiertrichRare	DiertrichRare	Normal	29139	0	None	None	Hire	22167	None	40	145	15102	ExperimentalLeatherFGT	0	0	10000	125302	Bareknuckle,BackGuard,FretensisRare	None	None	FFCC00FF	Consol Diertrich	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None	None,Ear	None,	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	13227,13228	TRUE	None	22321	20,83,11	None	Female	PC_SET_DIERTRICHRARE_HAIR	PC_SET_DIERTRICHRARE_HEAD	Bip01 Spine1	126	GranadoEspada	PC_IDL_DIERTRICHRARE	40	fighter	<$>156134</>	1100	Inhians	None	1200	0.9	<$>156133</>	NO	PC_PICK_RESCUE	PC_PINCH_RESCUE	Diertrich	PC_RUN_DIERTRICH	Bip01	TRUE	0	PC_STD_DIERTRICH	80	PC_STUN_RESCUE	0.95	0	HIT_Blood_Human	S	Dummy_State	YES	340	None	PC_WLK_DIERTRICH	None	1	100
80	VANESSA	None	None	PC_SET_VANESSA_BODY	PC_SET_VANESSA	135	198	50	70	TRUE	Cityzen	ChaASPD	1	162	Vanessa	Vanessa	Skirt	29140	0	None	None	Hire	22168	None	40	155	15102	ExperimentalLeatherFGT	0	0	10000	125314	Bareknuckle,WrathGuard	None	None	FFCC00FF	Vanessa	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None	None,Ear	None,	None,Glove,LGlove	None,HatVanessa	None,Necklace	None,Ring	None,Shoulder	100,13301	TRUE	None	22322	60,11,82	None	Female	PC_SET_VANESSA_HAIR	PC_SET_VANESSA_HEAD	Bip01 Spine1	135	GranadoEspada	PC_IDL_VANESSA	30	fighter	<$>156283</>	1101	Reiz	None	1200	1	<$>156282</>	NO	PC_PICK_VANESSA	PC_PINCH_VANESSA	VANESSA	PC_RUN_VANESSA	Bip01	TRUE	0	PC_STD_VANESSA	80	PC_STUN_VANESSA	1	0	HIT_Blood_Human	S	Dummy_State	YES	350	None	PC_WLK_VANESSA	Sabre 0.9	1	100
60	FGT	None	None	PC_SET_RUOSIBA_BODY	PC_SET_RUOSIBA	137	201	50	70	TRUE	Cityzen	ChaBLK	2	164	Ruosiba	RUOSIBA	Normal	0	0	None	None	Hire	155014	None	60	158	14000	NoArmor	0	0	10000	10000	Bareknuckle,EpeeGarde,SabreGarde,MaingaucheGarde	None	None	FFFFFF00	Ruosiba	None,Achieve	None,Leather,Coat,Robe	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible	None,Ear	None,FaceRuos	None,Glove,LGlove	None,HatRuos	None,Necklace	None,Ring	None,Shoulder	1600,1601,1602,1603	TRUE	None	0	78,72,62	None	Male	PC_SET_RUOSIBA_HAIR	PC_SET_RUOSIBA_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_FGT	40	fighter	<$>47009</>	0	None	None	1200	1.1	<$>87091</>	NO	PC_PICK_FGT	PC_PINCH_FGT	RUOSIBA	PC_RUN_FGT	Bip01	FALSE	0	PC_STD_RUOSIBA	70	PC_STUN_FGT	0	1.017	HIT_Blood_Human	S	Dummy_State	NO	350	None	PC_WLK_FGT	None	1	1
