ClassID	ClassName	Condition1	Condition2	Condition3	Condition4	Condition5	Condition6	Condition7	Condition8	Location1	Location2	Location3	Location4	Location5	Location6	Location7	Location8	Map1	Map2	Map3	Map4	Map5	Map6	Map7	Map8	Npc1	Npc2	Npc3	Npc4	Npc5	Npc6	Npc7	Npc8	QuestLv1	QuestLv2	QuestLv3	QuestLv4	QuestLv5	QuestLv6	QuestLv7	QuestLv8	Reward1	Reward2	Reward3	Reward4	Reward5	Reward6	Reward7	Reward8	Scenario	StartMap	StartNpc	Title	TotalStage	Type	WarLocation1	WarLocation2	WarLocation3	WarLocation4	WarLocation5	WarLocation6	WarLocation7	WarLocation8
62781	Nquest_00426	None	None	None	None	None	None	None	None	<$>56576</>	<$>56576</>	<$>56576</>	None	None	None	None	None	dun_bah04	dun_bah04	dun_bah04	None	None	None	None	None	npc_ferru	npc_ferru	npc_ferru	None	None	None	None	None	1	1	1	1	1	1	1	1	<$>8782</>	<$>8782</>	<$>8782</>	None	None	None	None	None	<$>143993</>	None	None	<$>52427</>	3	Mission	None	None	None	None	None	None	None	None
62782	Nquest_00427	None	None	None	None	None	None	None	None	<$>56576</>	<$>56576</>	<$>56576</>	None	None	None	None	None	dun_bah04	dun_bah04	dun_bah04	None	None	None	None	None	npc_ferru	npc_ferru	npc_ferru	None	None	None	None	None	1	1	1	1	1	1	1	1	<$>8782</>	<$>8782</>	<$>8782</>	None	None	None	None	None	<$>143994</>	None	None	<$>52428</>	3	Mission	None	None	None	None	None	None	None	None
62783	Nquest_00428	None	None	None	None	None	None	None	None	<$>56576</>	<$>56576</>	<$>56576</>	None	None	None	None	None	dun_bah04	dun_bah04	dun_bah04	None	None	None	None	None	npc_ferru	npc_ferru	npc_ferru	None	None	None	None	None	1	1	1	1	1	1	1	1	<$>8782</>	<$>8782</>	<$>8782</>	None	None	None	None	None	<$>143995</>	None	None	<$>52430</>	3	Mission	None	None	None	None	None	None	None	None
62784	Nquest_00429	None	None	None	None	None	None	None	None	<$>56581</>	None	None	None	None	None	None	None	dun_sed04	None	None	None	None	None	None	None	npc_ferru	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>118536</>	None	None	<$>52431</>	1	Mission	None	None	None	None	None	None	None	None
62785	Nquest_00430	None	None	None	None	None	None	None	None	<$>56581</>	None	None	None	None	None	None	None	dun_sed04	None	None	None	None	None	None	None	npc_ferru	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>118537</>	None	None	<$>52432</>	1	Mission	None	None	None	None	None	None	None	None
62786	Nquest_00431	None	None	None	None	None	None	None	None	<$>56581</>	None	None	None	None	None	None	None	dun_sed04	None	None	None	None	None	None	None	npc_ferru	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>118538</>	None	None	<$>52433</>	1	Mission	None	None	None	None	None	None	None	None
62787	Nquest_00432	None	None	None	None	None	None	None	None	<$>56581</>	None	None	None	None	None	None	None	dun_sed04	None	None	None	None	None	None	None	npc_ferru	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>118539</>	None	None	<$>52434</>	1	Mission	None	None	None	None	None	None	None	None
62788	Nquest_00433	None	None	None	None	None	None	None	None	<$>56581</>	None	None	None	None	None	None	None	dun_sed04	None	None	None	None	None	None	None	npc_ferru	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>118540</>	None	None	<$>52435</>	1	Mission	None	None	None	None	None	None	None	None
62789	Nquest_00434	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56586</>	None	None	<$>52436</>	1	Choice	None	None	None	None	None	None	None	None
62790	Nquest_00435	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56588</>	None	None	<$>52438</>	1	Choice	None	None	None	None	None	None	None	None
62791	Nquest_00436	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56589</>	None	None	<$>52439</>	1	Choice	None	None	None	None	None	None	None	None
62792	Nquest_00437	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56590</>	None	None	<$>52440</>	1	Choice	None	None	None	None	None	None	None	None
62793	Nquest_00438	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56591</>	None	None	<$>52441</>	1	Choice	None	None	None	None	None	None	None	None
62794	Nquest_00439	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56592</>	None	None	<$>52442</>	1	Choice	None	None	None	None	None	None	None	None
62795	Nquest_00440	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56593</>	None	None	<$>52443</>	1	Choice	None	None	None	None	None	None	None	None
62796	Nquest_00441	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56594</>	None	None	<$>52444</>	1	Choice	None	None	None	None	None	None	None	None
62797	Nquest_00442	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56595</>	None	None	<$>52445</>	1	Choice	None	None	None	None	None	None	None	None
62798	Nquest_00443	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56596</>	None	None	<$>52446</>	1	Choice	None	None	None	None	None	None	None	None
62799	Nquest_00444	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56597</>	None	None	<$>52447</>	1	Choice	None	None	None	None	None	None	None	None
62800	Nquest_00445	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56598</>	None	None	<$>52448</>	1	Choice	None	None	None	None	None	None	None	None
62801	Nquest_00446	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56599</>	None	None	<$>52449</>	1	Choice	None	None	None	None	None	None	None	None
62802	Nquest_00447	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56600</>	None	None	<$>52450</>	1	Choice	None	None	None	None	None	None	None	None
62803	Nquest_00448	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56601</>	None	None	<$>52451</>	1	Choice	None	None	None	None	None	None	None	None
62804	Nquest_00449	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56602</>	None	None	<$>52452</>	1	Choice	None	None	None	None	None	None	None	None
62805	Nquest_00450	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56603</>	None	None	<$>52453</>	1	Choice	None	None	None	None	None	None	None	None
62806	Nquest_00451	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56604</>	None	None	<$>52454</>	1	Choice	None	None	None	None	None	None	None	None
62807	Nquest_00452	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56605</>	None	None	<$>52455</>	1	Choice	None	None	None	None	None	None	None	None
62808	Nquest_00453	None	None	None	None	None	None	None	None	<$>56587</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56606</>	None	None	<$>52456</>	1	Choice	None	None	None	None	None	None	None	None
62809	Nquest_00454	None	None	None	None	None	None	None	None	<$>56608</>	None	None	None	None	None	None	None	btl_cas01	None	None	None	None	None	None	None	NPC_BTL_CAS01_SOL11	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56607</>	None	None	<$>52457</>	1	Mission	None	None	None	None	None	None	None	None
62810	Nquest_00455	None	None	None	None	None	None	None	None	<$>56608</>	None	None	None	None	None	None	None	btl_cas01	None	None	None	None	None	None	None	NPC_BTL_CAS01_SOL11	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56609</>	None	None	<$>52458</>	1	Mission	None	None	None	None	None	None	None	None
62811	Nquest_00456	None	None	None	None	None	None	None	None	<$>56611</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56610</>	None	None	<$>52459</>	1	Choice	None	None	None	None	None	None	None	None
62812	Nquest_00457	None	None	None	None	None	None	None	None	<$>56611</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>176157</>	None	None	<$>176019</>	1	Choice	None	None	None	None	None	None	None	None
62813	Nquest_00458	None	None	None	None	None	None	None	None	<$>56611</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56613</>	None	None	<$>52462</>	1	Choice	None	None	None	None	None	None	None	None
62814	Nquest_00459	None	None	None	None	None	None	None	None	<$>56611</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56614</>	None	None	<$>52463</>	1	Choice	None	None	None	None	None	None	None	None
62815	Nquest_00460	None	None	None	None	None	None	None	None	<$>56611</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56615</>	None	None	<$>52464</>	1	Choice	None	None	None	None	None	None	None	None
62816	Nquest_00461	None	None	None	None	None	None	None	None	<$>56611</>	None	None	None	None	None	None	None	cas_basic	None	None	None	None	None	None	None	C1_CAS_LUCIANO	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56616</>	None	None	<$>52465</>	1	Choice	None	None	None	None	None	None	None	None
62817	Nquest_00462	None	None	None	None	None	None	None	None	<$>95456</>	None	None	None	None	None	None	None	btl_cas02	None	None	None	None	None	None	None	C1_CAS_CGUARD03	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56617</>	None	None	<$>52466</>	1	Mission	None	None	None	None	None	None	None	None
62818	Nquest_00463	None	None	None	None	None	None	None	None	<$>95456</>	None	None	None	None	None	None	None	btl_cas02	None	None	None	None	None	None	None	C1_CAS_CGUARD03	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56618</>	None	None	<$>52467</>	1	Mission	None	None	None	None	None	None	None	None
62819	Nquest_00464	None	None	None	None	None	None	None	None	<$>95456</>	None	None	None	None	None	None	None	btl_cas02	None	None	None	None	None	None	None	C1_CAS_CGUARD03	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56619</>	None	None	<$>52468</>	1	Mission	None	None	None	None	None	None	None	None
62820	Nquest_00465	None	None	None	None	None	None	None	None	<$>95456</>	None	None	None	None	None	None	None	btl_cas02	None	None	None	None	None	None	None	C1_CAS_CGUARD03	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56620</>	None	None	<$>52469</>	1	Mission	None	None	None	None	None	None	None	None
62821	Nquest_00466	None	None	None	None	None	None	None	None	<$>95456</>	None	None	None	None	None	None	None	btl_cas02	None	None	None	None	None	None	None	C1_CAS_CGUARD03	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>8783</>	None	None	None	None	None	None	None	<$>56621</>	None	None	<$>52470</>	1	Mission	None	None	None	None	None	None	None	None
62901	Nquest_00467	None	None	None	None	None	None	None	None	<$>95457</>	<$>95457</>	<$>95457</>	None	None	None	None	None	btl_cas03	btl_cas03	btl_cas03	None	None	None	None	None	npc_ferru	npc_ferru	npc_ferru	None	None	None	None	None	1	1	1	1	1	1	1	1	<$>27552</>	<$>27552</>	<$>27552</>	None	None	None	None	None	<$>143996</>	None	None	<$>52471</>	3	Mission	None	None	None	None	None	None	None	None
62902	Nquest_00468	None	None	None	None	None	None	None	None	<$>95457</>	<$>95457</>	<$>95457</>	None	None	None	None	None	btl_cas03	btl_cas03	btl_cas03	None	None	None	None	None	npc_ferru	npc_ferru	npc_ferru	None	None	None	None	None	1	1	1	1	1	1	1	1	<$>27552</>	<$>27552</>	<$>27552</>	None	None	None	None	None	<$>143997</>	None	None	<$>52472</>	3	Mission	None	None	None	None	None	None	None	None
62903	Nquest_00469	None	None	None	None	None	None	None	None	<$>95457</>	<$>95457</>	<$>95457</>	None	None	None	None	None	btl_cas03	btl_cas03	btl_cas03	None	None	None	None	None	npc_ferru	npc_ferru	npc_ferru	None	None	None	None	None	1	1	1	1	1	1	1	1	<$>27552</>	<$>27552</>	<$>27552</>	None	None	None	None	None	<$>143998</>	None	None	<$>49975</>	3	Mission	None	None	None	None	None	None	None	None
62904	Nquest_00470	None	None	None	None	None	None	None	None	<$>95457</>	<$>95457</>	<$>95457</>	None	None	None	None	None	btl_cas03	btl_cas03	btl_cas03	None	None	None	None	None	npc_ferru	npc_ferru	npc_ferru	None	None	None	None	None	1	1	1	1	1	1	1	1	<$>27552</>	<$>27552</>	<$>27552</>	None	None	None	None	None	<$>143999</>	None	None	<$>49976</>	3	Mission	None	None	None	None	None	None	None	None
62905	Nquest_00471	None	None	None	None	None	None	None	None	<$>118102</>	<$>118102</>	<$>118102</>	None	None	None	None	None	dun_arm01_cash	dun_arm01_cash	dun_arm01_cash	None	None	None	None	None	DUN_ARM01_CASH_QUEST	DUN_ARM01_CASH_QUEST	DUN_ARM01_CASH_QUEST	None	None	None	None	None	120	130	130	1	1	1	1	1	<$>8782</>	<$>8782</>	<$>8782</>	None	None	None	None	None	<$>118541</>	None	None	<$>118297</>	3	Mission	dun_arm01_cash - -	dun_arm01_cash - -	dun_arm01_cash - -	None	None	None	None	None
62906	Nquest_00472	None	None	None	None	None	None	None	None	<$>118102</>	<$>118102</>	<$>118102</>	None	None	None	None	None	dun_arm01_cash	dun_arm01_cash	dun_arm01_cash	None	None	None	None	None	DUN_ARM01_CASH_QUEST	DUN_ARM01_CASH_QUEST	DUN_ARM01_CASH_QUEST	None	None	None	None	None	121	131	131	1	1	1	1	1	<$>8782</>	<$>8782</>	<$>8782</>	None	None	None	None	None	<$>118546</>	None	None	<$>118299</>	3	Mission	dun_arm01_cash - -	dun_arm01_cash - -	dun_arm01_cash - -	None	None	None	None	None
62907	Nquest_00473	None	None	None	None	None	None	None	None	<$>118102</>	<$>118102</>	<$>118102</>	None	None	None	None	None	dun_arm01_cash	dun_arm01_cash	dun_arm01_cash	None	None	None	None	None	DUN_ARM01_CASH_QUEST	DUN_ARM01_CASH_QUEST	DUN_ARM01_CASH_QUEST	None	None	None	None	None	122	132	132	1	1	1	1	1	<$>8782</>	<$>8782</>	<$>8782</>	None	None	None	None	None	<$>118547</>	None	None	<$>118301</>	3	Mission	dun_arm01_cash - -	dun_arm01_cash - -	dun_arm01_cash - -	None	None	None	None	None
62908	Nquest_00474	None	None	None	None	None	None	None	None	<$>118102</>	<$>118102</>	<$>118102</>	None	None	None	None	None	dun_arm01_cash	dun_arm01_cash	dun_arm01_cash	None	None	None	None	None	DUN_ARM01_CASH_QUEST	DUN_ARM01_CASH_QUEST	DUN_ARM01_CASH_QUEST	None	None	None	None	None	123	133	133	1	1	1	1	1	<$>8782</>	<$>8782</>	<$>8782</>	None	None	None	None	None	<$>118548</>	None	None	<$>118303</>	3	Mission	dun_arm01_cash - -	dun_arm01_cash - -	dun_arm01_cash - -	None	None	None	None	None
52001	Quest_52001	<$>97887</>	<$>56630</>	<$>56631</>	<$>56632</>	<$>56633</>	<$>56634</>	None	None	<$>28792</>	<$>56629</>	<$>56629</>	<$>56629</>	<$>56629</>	<$>56629</>	None	None	btl_ktv03	btl_ktv03	btl_ktv03	btl_ktv03	btl_ktv03	btl_ktv03	None	None	C1_KTV_COLDRESCU	C1_KTV_COLDRESCU	C1_KTV_COLDRESCU	C1_KTV_COLDRESCU	C1_KTV_COLDRESCU	C1_KTV_COLDRESCU	None	None	105	105	105	105	105	105	1	1	<$>56627</>	<$>31697</>	<$>44775</>	<$>44387</>	<$>44454</>	<$>44413</>	None	None	<$>56626</>	btl_ktv03	C1_KTV_COLDRESCU	<$>13442</>	6	Choice	None	btl_ktv03 - - btl_ktv04 - - btl_ktv05 - -	btl_ktv03 - - btl_ktv04 - - btl_ktv05 - -	btl_ktv03 - - btl_ktv04 - - btl_ktv05 - -	btl_ktv03 - - btl_ktv04 - - btl_ktv05 - -	btl_ktv03 - - btl_ktv04 - - btl_ktv05 - -	None	None
52002	Quest_52002	<$>97887</>	<$>56635</>	<$>56636</>	<$>56637</>	<$>56639</>	<$>56640</>	<$>56641</>	None	<$>28792</>	<$>56629</>	<$>56629</>	<$>56629</>	<$>56629</>	<$>56629</>	<$>56629</>	None	btl_ktv03	btl_ktv03	btl_ktv03	btl_ktv03	btl_ktv03	btl_ktv03	btl_ktv03	None	C1_KTV_COLDRESCU	C1_KTV_COLDRESCU	C1_KTV_COLDRESCU	C1_KTV_COLDRESCU	C1_KTV_COLDRESCU	C1_KTV_COLDRESCU	C1_KTV_COLDRESCU	None	105	105	105	105	105	105	105	1	<$>56627</>	<$>31770</>	<$>44361</>	<$>44261</>	<$>56638</>	<$>44700</>	<$>45032</>	None	<$>56626</>	btl_ktv03	C1_KTV_COLDRESCU	<$>13443</>	7	Choice	None	btl_ktv03 - - btl_ktv04 - - btl_ktv05 - -	btl_ktv03 - - btl_ktv04 - - btl_ktv05 - -	btl_ktv03 - - btl_ktv04 - - btl_ktv05 - -	btl_ktv03 - - btl_ktv04 - - btl_ktv05 - -	btl_ktv03 - - btl_ktv04 - - btl_ktv05 - -	btl_ktv03 - - btl_ktv04 - - btl_ktv05 - -	None
52003	Quest_52003	<$>56643</>	<$>56644</>	None	None	None	None	None	None	<$>28792</>	<$>28792</>	None	None	None	None	None	None	btl_ktv03	btl_ktv03	None	None	None	None	None	None	C1_KTV_READERRESCU	C1_KTV_READERRESCU	None	None	None	None	None	None	105	105	1	1	1	1	1	1	<$>8782</>	<$>8782</>	None	None	None	None	None	None	<$>56642</>	btl_ktv03	C1_KTV_READERRESCU	<$>13487</>	2	Choice	btl_ktv03 24586 41829 -7639	None	None	None	None	None	None	None
52004	Quest_52004	<$>177282</>	<$>177283</>	None	None	None	None	None	None	<$>28792</>	<$>28792</>	None	None	None	None	None	None	btl_ktv03	btl_ktv03	None	None	None	None	None	None	C1_KTV_READERRESCU	C1_KTV_READERRESCU	None	None	None	None	None	None	105	105	1	1	1	1	1	1	<$>8782</>	<$>8782</>	None	None	None	None	None	None	<$>177281</>	btl_ktv03	C1_KTV_READERRESCU	<$>13488</>	2	Choice	btl_ktv03 -12935 45376 -2489 btl_ktv03 -13354 43558 -2410 btl_ktv03 -12795 42999 -2569	None	None	None	None	None	None	None
52005	Quest_52005	None	None	None	None	None	None	None	None	<$>56648</>	None	None	None	None	None	None	None	btl_ktv03	None	None	None	None	None	None	None	C1_KTV_READERRESCU	None	None	None	None	None	None	None	110	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56647</>	btl_ktv03	C1_KTV_READERRESCU	<$>13489</>	1	Choice	btl_ktv04 - - btl_ktv05 - -	None	None	None	None	None	None	None
52006	Quest_52006	<$>56650</>	<$>103148</>	None	None	None	None	None	None	<$>47487</>	<$>28792</>	None	None	None	None	None	None	btl_ktv03	btl_ktv03	None	None	None	None	None	None	C1_KTV_READERRESCU	C1_KTV_READERRESCU	None	None	None	None	None	None	112	112	1	1	1	1	1	1	<$>8782</>	<$>13438</>	None	None	None	None	None	None	<$>56649</>	btl_ktv03	C1_KTV_READERRESCU	<$>13490</>	2	Choice	btl_ktv05 - -	None	None	None	None	None	None	None
52007	Quest_52007	<$>56652</>	<$>56644</>	None	None	None	None	None	None	<$>47486</>	<$>28792</>	None	None	None	None	None	None	btl_ktv03	btl_ktv03	None	None	None	None	None	None	C1_KTV_READERRESCU	C1_KTV_READERRESCU	None	None	None	None	None	None	112	112	1	1	1	1	1	1	<$>8782</>	<$>8782</>	None	None	None	None	None	None	<$>56651</>	btl_ktv03	C1_KTV_READERRESCU	<$>13491</>	2	Choice	btl_ktv04 -333 1949	None	None	None	None	None	None	None
52008	Quest_52008	<$>56655</>	<$>184356</>	None	<$>56655</>	<$>184357</>	<$>56658</>	None	None	<$>47486</>	<$>47486</>	<$>47487</>	<$>47486</>	<$>47486</>	<$>28792</>	None	None	btl_ktv04	btl_ktv04	btl_ktv04	btl_ktv04	btl_ktv04	btl_ktv03	None	None	C1_KTV_INVIERNO	C1_KTV_INVIERNO	C1_KTV_INVIERNO	C1_KTV_INVIERNO	C1_KTV_INVIERNO	C1_KTV_READERRESCU	None	None	112	112	112	112	112	112	1	1	<$>36080</>	<$>36080</>	<$>36080</>	<$>36080</>	<$>36080</>	<$>36080</>	None	None	<$>56653</>	btl_ktv04	C1_KTV_READERRESCU	<$>13454</>	6	Choice	None	btl_ktv05 - - btl_ktv04 - - btl_ktv03 - -	btl_ktv05 -23921 -12741 -3797 btl_ktv05 -23217 -11803 -3649 btl_ktv05 -22513 -13210 -3790	None	btl_ktv04 -4501 -254	None	None	None
52009	Quest_52009	<$>56660</>	None	<$>56644</>	None	None	None	None	None	<$>47486</>	<$>47486</>	<$>28792</>	None	None	None	None	None	btl_ktv04	btl_ktv04	btl_ktv03	None	None	None	None	None	C1_KTV_INVIERNO	C1_KTV_INVIERNO	C1_KTV_READERRESCU	None	None	None	None	None	112	112	112	1	1	1	1	1	<$>36080</>	<$>36080</>	<$>36080</>	None	None	None	None	None	<$>56659</>	btl_ktv04	C1_KTV_READERRESCU	<$>13454</>	3	Choice	None	btl_ktv04 -3246 7661	None	None	None	None	None	None
52010	Quest_52010	<$>56662</>	None	None	None	None	None	None	None	<$>47486</>	<$>47486</>	None	None	None	None	None	None	btl_ktv04	btl_ktv04	None	None	None	None	None	None	C1_KTV_INVIERNO	C1_KTV_INVIERNO	None	None	None	None	None	None	112	112	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>56661</>	btl_ktv04	C1_KTV_INVIERNO	<$>51959</>	2	Scout	None	btl_ktv03 - - btl_ktv04 - - btl_ktv05 - -	None	None	None	None	None	None
52011	Quest_52011	<$>56664</>	<$>56666</>	None	None	None	None	None	None	<$>47486</>	<$>47487</>	None	None	None	None	None	None	btl_ktv04	btl_ktv04	None	None	None	None	None	None	C1_KTV_INVIERNO	C1_KTV_INVIERNO	None	None	None	None	None	None	112	112	1	1	1	1	1	1	<$>27187</>	<$>30337</>	None	None	None	None	None	None	<$>56663</>	btl_ktv04	C1_KTV_INVIERNO	<$>13456</>	2	Scout	None	btl_ktv05 28426 23179 9966	None	None	None	None	None	None
52012	Quest_52012	<$>56668</>	<$>56662</>	None	None	None	None	None	None	<$>47487</>	<$>47486</>	None	None	None	None	None	None	btl_ktv04	btl_ktv04	None	None	None	None	None	None	C1_KTV_INVIERNO	C1_KTV_INVIERNO	None	None	None	None	None	None	130	130	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>56667</>	btl_ktv04	C1_KTV_INVIERNO	<$>48291</>	2	Scout	dun_ktv01 16 -17291	None	None	None	None	None	None	None
52013	Quest_52013	<$>56671</>	<$>56662</>	None	None	None	None	None	None	<$>47486</>	<$>47486</>	None	None	None	None	None	None	btl_ktv04	btl_ktv04	None	None	None	None	None	None	C1_KTV_INVIERNO	C1_KTV_INVIERNO	None	None	None	None	None	None	112	112	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>184358</>	btl_ktv04	C1_KTV_INVIERNO	<$>56669</>	2	Scout	btl_ktv03 - - btl_ktv04 - - btl_ktv05 - -	None	None	None	None	None	None	None
