ClassID	ClassName	GiveItem1	GiveItem2	GiveItem3	GiveItemValue1	GiveItemValue2	GiveItemValue3	MissionScript	MissionScriptImage	SGiveVisValue	STakeVisValue	SetProperty1	SetProperty2	SetProperty3	SetProperty4	SetProperty5	SetValue1	SetValue2	SetValue3	SetValue4	SetValue5	StartImage1	StartImage2	StartImage3	StartScript1	StartScript2	StartScript3	TakeItem1	TakeItem2	TakeItem3	TakeItemValue1	TakeItemValue2	TakeItemValue3
429	Nquest_00429_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
430	Nquest_00430_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
431	Nquest_00431_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
432	Nquest_00432_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
433	Nquest_00433_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
434	Nquest_00434_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
435	Nquest_00435_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
436	Nquest_00436_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
437	Nquest_00437_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
438	Nquest_00438_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
439	Nquest_00439_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
440	Nquest_00440_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
441	Nquest_00441_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
442	Nquest_00442_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
443	Nquest_00443_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
444	Nquest_00444_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
445	Nquest_00445_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
446	Nquest_00446_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
447	Nquest_00447_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
448	Nquest_00448_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
449	Nquest_00449_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
450	Nquest_00450_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
451	Nquest_00451_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
452	Nquest_00452_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
453	Nquest_00453_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52561</>	None	None	None	None	None	0	0	0
454	Nquest_00454_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52563</>	None	None	None	None	None	0	0	0
455	Nquest_00455_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52563</>	None	None	None	None	None	0	0	0
456	Nquest_00456_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52564</>	None	None	None	None	None	0	0	0
457	Nquest_00457_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52564</>	None	None	None	None	None	0	0	0
458	Nquest_00458_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52564</>	None	None	None	None	None	0	0	0
459	Nquest_00459_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52564</>	None	None	None	None	None	0	0	0
460	Nquest_00460_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52564</>	None	None	None	None	None	0	0	0
461	Nquest_00461_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52564</>	None	None	None	None	None	0	0	0
462	Nquest_00462_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52565</>	None	None	None	None	None	0	0	0
463	Nquest_00463_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52565</>	None	None	None	None	None	0	0	0
464	Nquest_00464_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52565</>	None	None	None	None	None	0	0	0
465	Nquest_00465_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52565</>	None	None	None	None	None	0	0	0
466	Nquest_00466_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52565</>	None	None	None	None	None	0	0	0
467	Nquest_00467_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52566</>	None	None	None	None	None	0	0	0
468	Nquest_00468_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52566</>	None	None	None	None	None	0	0	0
469	Nquest_00469_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52566</>	None	None	None	None	None	0	0	0
470	Nquest_00470_start	None	None	None	0	0	0	<$>52562</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52566</>	None	None	None	None	None	0	0	0
471	Nquest_00471_start	None	None	None	0	0	0	<$>118499</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>118498</>	None	None	None	None	None	0	0	0
472	Nquest_00472_start	None	None	None	0	0	0	<$>118499</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>118498</>	None	None	None	None	None	0	0	0
473	Nquest_00473_start	None	None	None	0	0	0	<$>118499</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>118498</>	None	None	None	None	None	0	0	0
474	Nquest_00474_start	None	None	None	0	0	0	<$>118499</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>118498</>	None	None	None	None	None	0	0	0
10001	Elite_10001_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
10002	Elite_10002_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
10003	Elite_10003_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
10004	Elite_10004_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
10005	Elite_10005_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
10006	Elite_10006_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
10007	Elite_10007_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
10008	Elite_10008_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
10009	Elite_10009_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
10010	Elite_10010_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
10011	Elite_10011_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
10012	Elite_10012_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
10013	Elite_10013_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
10014	Elite_10014_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20001	Elite_20001_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20002	Elite_20002_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20003	Elite_20003_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20004	Elite_20004_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20005	Elite_20005_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20006	Elite_20006_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20007	Elite_20007_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20008	Elite_20008_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20009	Elite_20009_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20010	Elite_20010_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20011	Elite_20011_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20012	Elite_20012_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20013	Elite_20013_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20014	Elite_20014_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20015	Elite_20015_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20016	Elite_20016_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20017	Elite_20017_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20018	Elite_20018_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20019	Elite_20019_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20020	Elite_20020_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20021	Elite_20021_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20022	Elite_20022_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20023	Elite_20023_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20024	Elite_20024_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20025	Elite_20025_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20026	Elite_20026_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20027	Elite_20027_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20028	Elite_20028_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
20029	Elite_20029_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52567</>	None	None	None	None	None	0	0	0
30001	Mission_30001_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52569</>	None	None	None	None	None	0	0	0
30002	Mission_30002_start	None	None	None	0	0	0	<$>52568</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52569</>	None	None	None	None	None	0	0	0
1001001	Add_1001001_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
1002001	Add_1002001_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
1003001	Add_1003001_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
