ClassID	ClassName	CreateH	CreateX	CreateY	CreateZone	Direction	InitZoom	Latitude	Longitude	Name	Range	TargetDir	TargetH	TargetX	TargetY	TargetZone	ZoneMapOffsetX	ZoneMapOffsetY	ZoneMapType	ZoomMax	ZoomMin
261	FLD_GIG_BEACH	0	0	0	None	12	1000	25	-376	None	200	85	100	-14775	491	fld_gig	0	0	None	2200	200
262	FLD_GIG_LOOK	0	0	0	None	356	1000	25	-376	None	200	85	1950	-384	-2400	fld_gig	0	0	None	2200	200
263	FLD_GIG_INFODESK	0	0	0	None	62	1000	25	-376	None	200	85	1963	827	-7517	gig_basic	0	0	None	2200	200
264	FLD_GIG_HANGU	0	0	0	None	348	1000	25	-376	None	200	85	437	-682	-19392	gig_basic	0	0	None	2200	200
265	FLD_GIG_SWIM	0	0	0	None	12	1000	25	-376	None	200	85	820	8423	7325	fld_gig	0	0	None	2200	200
266	FLD_GIG_HOTHOUSE	0	0	0	None	12	1000	25	-376	None	200	85	1684	-6715	3909	fld_gig	0	0	None	2200	200
270	AUCH_RESTART_WCC	0	0	0	None	0	1000	34	-136	None	200	317	1385	-7387	4460	wcc_basic	0	0	None	2200	200
300	ERC_BASIC_RESTART_CENTER	0	0	0	None	12	1000	25	-376	None	200	85	-8	830	-145	erc_basic	0	0	None	2200	200
301	ERC_BASIC_DUN_SUB	-3	-5273	323	erc_basic	128	1000	25	-376	<$>125738</>	250	140	532	-7268	1671	dun_sub	35	0	OUTSIDE	2200	300
311	VIRON_RESTART_CENTER	0	0	0	None	270	1000	25	-376	None	250	140	255	3	-1011	viron_basic	0	0	None	2200	200
312	VIRON_RESTART_MANSION	0	0	0	None	180	1000	25	-376	None	250	140	272	-12232	-4369	viron_basic	0	0	None	2200	200
313	VIRON_RESTART_STREET	0	0	0	None	270	1000	25	-376	None	250	140	-892	3144	-12917	viron_basic	0	0	None	2200	200
314	VIRON_RESTART_PORT	0	0	0	None	270	1000	25	-376	None	250	140	-3473	-2541	-17191	viron_basic	0	0	None	2200	200
315	VIRON_RESTART_KEEP	0	0	0	None	270	1000	25	-376	None	250	140	819	10067	-3313	viron_basic	0	0	None	2200	200
316	VIRON_RESTART_WAY	0	0	0	None	0	1000	25	-376	None	250	140	255	891	-1733	viron_basic	0	0	None	2200	200
321	CAS_RESTART_WAY	0	0	0	None	0	1000	25	-376	None	250	140	145	1628	-2294	cas_basic	0	0	None	2200	200
331	BST_RESTART_WAY	0	0	0	None	0	1000	25	-376	None	250	140	1319	2175	5427	bst_basic	0	0	None	2200	200
341	ARM_RESTART_WAY	0	0	0	None	0	1000	25	-376	None	250	140	-24	0	-1053	arm_basic	0	0	None	2200	200
361	BEDEL_RESTART_WAY	0	0	0	None	90	1000	25	-376	None	250	140	579	20	20182	bedel_basic	0	0	None	2200	200
371	ILE_RESTART_WAY	0	0	0	None	90	1000	25	-376	None	250	140	-24	29	-1148	ile_basic	0	0	None	2200	200
381	ALT_RESTART_WAY	0	0	0	None	40	1000	25	-376	None	250	140	400	-850	-1189	alt_basic	0	0	None	2200	200
3000	leo_reb_basic	0	0	0	None	0	1000	25	-297	None	300	129	296	3802	-781	reb_basic	0	0	None	2200	200
3001	leo_coim_basic	0	0	0	None	0	1000	25	-173	None	300	199	-1095	2289	16877	coim_basic	0	0	None	2200	200
3002	leo_auch_basic	0	0	0	None	0	1000	27	-539	None	200	135	1380	-7540	4986	auch_basic	0	0	None	2200	200
3003	leo_fld_alq	0	0	0	None	0	1000	27	-539	None	200	180	149	378	7637	fld_alq	0	0	None	2200	200
3004	leo_fld_ttr	0	0	0	None	0	1000	27	-539	None	200	273	1185	2148	382	fld_ttr	0	0	None	2200	200
3005	leo_fld_ptv	0	0	0	None	0	1000	27	-539	None	200	3	935	-3395	-2811	fld_ptv	0	0	None	2200	200
3006	leo_fld_jaq	0	0	0	None	0	1000	27	-539	None	200	53	3453	-482	8477	fld_jaq	0	0	None	2200	200
3007	leo_fld_tor	0	0	0	None	0	1000	27	-539	None	200	3	-8205	5292	-29012	fld_tor	0	0	None	2200	200
345	DUN_TOR01_B	0	0	0	None	0	1000	25	-92	None	200	267	-960	-21838	-18	dun_tor01	0	0	None	2200	200
347	DUN_TOR01_MAIDROOM_B	0	0	0	None	0	1000	36	-809	None	200	274	100	-18594	17981	dun_tor01	0	0	None	2200	200
348	DUN_TOR02_B	0	0	0	None	271	1000	39	-451	None	200	262	0	-27742	7221	dun_tor02	0	0	None	2200	200
349	DUN_TOR_DR	0	0	0	None	0	1000	34	-449	None	200	275	1	-1541	-3	dun_tor_dr	0	0	None	2200	200
350	DUN_TOR02_KEIMAN	0	0	0	None	0	1000	29	-449	None	200	268	0	29513	39768	dun_tor02	0	0	None	2200	200
351	DUN_TTR01	0	0	0	None	0	1000	45	0	None	200	271	429	-23082	-123	dun_ttr03	0	0	None	2200	200
352	DUN_ALQ02	0	0	0	None	270	1000	49	-179	None	200	0	49	6011	39613	dun_alq02	0	0	None	2200	200
353	DUN_TOR_DR_SELVA	0	0	0	None	270	1000	49	-179	None	200	0	-50	2453	2357	mission_selva	0	0	None	2200	200
354	DUN_TOR_DR_SELVA2	0	0	0	None	299	1000	49	-179	None	200	0	0	160	791	dun_tor_dr	0	0	None	2200	200
355	MISSION_SAFETYHOUSE-AUCH_BASIC	0	0	0	None	0	1000	90	90	None	90	120	1072	1020	-6300	auch_basic	0	0	None	2200	200
356	MISSION_VIKI_EXITARROW	0	0	0	None	0	1000	90	90	None	90	120	-4	139	887	common_housein	0	0	None	2200	200
1010	FLD_PTV_TUTO	0	0	0	None	0	1000	40	-15	<$>47353</>	300	0	946	2489	-3166	fld_ptv_tuto	0	0	None	2200	200
1011	FLD_COIM_TUTO	0	0	0	None	0	1000	40	-15	<$>47351</>	300	0	-1939	-26509	-9159	fld_coim_tuto	0	0	None	2200	200
1012	CITY_TUTO	0	0	0	None	95	1000	40	-15	<$>47321</>	300	0	1043	-2664	-1527	city_tuto	0	0	None	2200	200
1020	IN_SHIP_01	0	0	0	None	0	1000	40	-15	None	300	0	0	-2999	4	saint_base	0	0	None	2200	200
1021	IN_SHIP_02	0	0	0	None	0	1000	40	-15	None	300	0	0	2982	6	saint_base	0	0	None	2200	200
1022	IN_SHIP_03	0	0	0	None	0	1000	40	-15	None	300	0	0	17148	-13	saint_base	0	0	None	2200	200
1023	IN_SHIP_04	0	0	0	None	0	1000	40	-15	None	300	0	0	23025	-3	saint_base	0	0	None	2200	200
1024	IN_SHIP_05	0	0	0	None	0	1000	40	-15	None	300	0	0	-16968	12	saint_base	0	0	None	2200	200
1025	IN_SHIP_06	0	0	0	None	0	1000	40	-15	None	300	0	0	-22983	20	saint_base	0	0	None	2200	200
2101	Eventge_common_housein	0	0	0	None	0	1000	27	-272	<$>47525</>	200	0	-4	122	150	common_housein	0	0	None	2200	200
2102	Eventge_btl_ust04	0	0	0	None	0	1000	27	-272	<$>63897</>	200	0	-2114	-5121	-11482	btl_ust04	0	0	None	2200	200
2103	Eventge_btl_ptv02	0	0	0	None	0	1000	27	-272	<$>63898</>	200	0	-2960	-21086	9726	btl_ptv02	0	0	None	2200	200
2104	Eventge_dun_ktv02	0	0	0	None	0	1000	25	-297	<$>28792</>	300	120	9928	28237	22891	btl_ktv05	0	0	None	2200	200
2011	REB_COOK_01	0	0	0	None	0	1000	25	-297	None	300	120	-248	-4867	-13686	reb_basic	0	0	None	2200	200
2012	REB_ANDRE_01	0	0	0	None	0	1000	25	-173	None	300	356	-491	-6360	-3418	reb_basic	0	0	None	2200	200
2013	REB_GRACE_01	0	0	0	None	233	1000	27	-539	None	200	3	14	-5041	3144	reb_basic	0	0	None	2200	200
2014	REB_LINDEN_01	0	0	0	None	0	591	43	9	None	200	185	0	-27	-875	reb_linden	0	0	None	2200	200
2015	REB_LINDENWARP_01	0	0	0	None	0	265	-1	412	None	200	303	-217	1194	6782	reb_basic	0	0	None	2200	200
2016	COIM_BASIC_TUTO_01	0	0	0	None	231	265	-1	412	None	200	231	-1089	5351	15367	coim_basic_tuto	0	0	None	2200	200
2021	REB_LINDEN_UP	0	0	0	None	0	591	43	9	None	200	185	520	1803	531	reb_linden	0	0	None	2200	200
2022	REB_LINDEN_DOWN	0	0	0	None	0	591	43	9	None	200	185	0	532	858	reb_linden	0	0	None	2200	200
2023	REB_LINDEN_OUT	0	0	0	None	360	1000	25	-234	None	200	217	280	7072	-45	reb_basic	0	0	INSIDE	2200	200
2024	ARENA_CITY_IN	0	0	0	None	360	1000	25	-234	None	200	217	1311	-37	-11532	arena_city	0	0	INSIDE	2200	200
2025	FLD_PTV_TUTO_EXIT	0	0	0	None	77	1000	28	180	None	400	180	819	-18554	-4435	fld_coim_tuto	0	0	INSIDE	2200	200
4000	Untitle1	0	0	0	None	0	1000	25	-297	None	300	120	7	-921	2426	reb_basic	0	0	None	2200	200
4001	Untitle2	0	0	0	None	0	1000	25	-173	None	300	356	-491	-6360	-3418	reb_basic	0	0	None	2200	200
4002	Untitle3	0	0	0	None	233	1000	27	-539	None	200	3	14	-5041	3144	reb_basic	0	0	None	2200	200
4003	Untitle4	0	0	0	None	0	591	43	9	None	200	185	0	-27	-875	reb_linden	0	0	None	2200	200
4004	Untitle5	0	0	0	None	0	265	-1	412	None	200	303	-217	1194	6782	reb_basic	0	0	None	2200	200
4005	Untitle6	0	0	0	None	0	591	43	9	None	200	185	520	1803	531	reb_linden	0	0	None	2200	200
4006	Untitle7	0	0	0	None	0	591	43	9	None	200	185	0	532	858	reb_linden	0	0	None	2200	200
4007	Untitle8	0	0	0	None	360	535	34	38	None	200	116	255	5617	-2764	reb_basic	0	0	INSIDE	2200	200
4008	DUN_ALQ03-DUN_ALQ_BOSS	0	0	0	None	90	1000	28	91	None	200	173	0	-37	6188	dun_alq_boss	0	0	None	2200	200
4009	DUN_TTR03-DUN_TTR_BOSS	0	0	0	None	90	1000	28	91	None	200	173	0	35	-10083	dun_ttr_boss	0	0	None	2200	200
4010	DUN_PTV03-DUN_PTVBOSS	0	0	0	None	90	1000	28	91	None	200	173	-2899	-9742	-9	dun_ptv_boss	0	0	None	2200	200
4011	DUN_ALQ_BOSS-DUN_ALQ03	0	0	0	None	90	1000	28	91	None	200	173	-9	-10	-34448	dun_alq02	0	0	None	2200	200
4012	DUN_TTR_BOSS-DUN_TTR03	0	0	0	None	90	1000	28	91	None	200	173	115	25081	34	dun_ttr03	0	0	None	2200	200
4013	DUN_PTV_BOSS-DUN_PTV03	0	0	0	None	90	1000	28	91	None	200	173	0	12560	10563	dun_ptv03	0	0	None	2200	200
4014	DUN_JAQ_BOSS-DUN_JAQ_C04	0	0	0	None	0	1000	28	91	None	200	173	3050	39	1921	dun_jaq_c04	0	0	None	2200	200
4015	DUN_JAQ_C04-DUN_JAQ_BOSS	0	0	0	None	90	1000	28	91	None	200	173	6	-11989	51	dun_jaq_boss	0	0	None	2200	200
4016	DUN_UST03-DUN_UST_BOSS	0	0	0	None	90	1000	28	91	None	200	173	-9	-8253	92	dun_ust_boss	0	0	None	2200	200
4017	DUN_UST_BOSS-DUN_UST03	0	0	0	None	90	1000	28	91	None	200	173	-790	22030	-9356	dun_ust03	0	0	None	2200	200
4018	DUN_ALQ03-DUN_ALQ03_SEC	0	0	0	None	90	1000	28	91	None	200	173	0	-1251	3	dun_alq03_sec	0	0	None	2200	200
4019	DUN_ALQ03_SEC-DUN_ALQ03	0	0	0	None	90	1000	28	91	None	200	173	3	1203	-4928	dun_alq03	0	0	None	2200	200
4020	DUN_TTR02-DUN_TTR02_SEC	0	0	0	None	90	1000	28	91	None	200	173	0	-998	-22	dun_ttr02_sec	0	0	None	2200	200
4021	DUN_TTR02_SEC-DUN_TTR02	0	0	0	None	90	1000	28	91	None	200	173	78	8987	-20982	dun_ttr02	0	0	None	2200	200
4022	DUN_PTV02-DUN_PTV02_SEC	0	0	0	None	90	1000	28	91	None	200	173	0	31	928	dun_ptv02_sec	0	0	None	2200	200
4023	DUN_PTV02_SEC-DUN_PTV02	0	0	0	None	90	1000	28	91	None	200	173	275	-24305	-5171	dun_ptv02	0	0	None	2200	200
4024	DUN_UST01-DUN_UST01_SEC	0	0	0	None	90	1000	28	91	None	200	173	-950	363	-621	dun_ust01_sec	0	0	None	2200	200
4025	DUN_UST01_SEC-DUN_UST01	0	0	0	None	90	1000	28	91	None	200	173	-1101	25251	8630	dun_ust01	0	0	None	2200	200
4026	BTL_REB03-BTL_PRISON01	0	0	0	None	90	1000	28	91	None	200	173	2491	6076	15187	btl_prison01	0	0	None	2200	200
4027	BTL_PRISON01_BTL_PRISON01DOWN	0	0	0	None	90	1000	28	91	None	200	173	0	6059	10213	btl_prison01	0	0	None	2200	200
4028	BTL_PRISON01_BTL_JAQ02	0	0	0	None	90	1000	28	91	None	200	173	885	-10453	-1476	btl_jaq02	0	0	None	2200	200
4029	DUN_JAQ01-MISSION_JAQ01	0	0	0	None	90	1000	28	91	None	200	173	300	0	-21000	mission_jaq01	0	0	None	2200	200
4030	LIBERTY_EVENT1	0	0	0	None	90	1000	28	91	None	200	173	403	13623	27	liberty_event	0	0	None	2200	200
4031	LIBERTY_EVENT2	0	0	0	None	90	1000	28	91	None	200	173	267	38	-11025	liberty_event	0	0	None	2200	200
4032	LIBERTY_EVENT3	0	0	0	None	90	1000	28	91	None	200	173	403	-13585	-62	liberty_event	0	0	None	2200	200
4033	LIBERTY_EVENT4	0	0	0	None	90	1000	28	91	None	200	173	267	-12	10966	liberty_event	0	0	None	2200	200
4034	LIBERTY_EVENT5	0	0	0	None	90	1000	28	91	None	200	173	254	6236	-508	reb_basic	0	0	None	2200	200
4035	LIBERTY_EVENT6	0	0	0	None	90	1000	28	91	None	200	173	-1127	2758	15972	coim_basic	0	0	None	2200	200
4036	LIBERTY_EVENT7	0	0	0	None	90	1000	28	91	None	200	173	1380	-9682	4694	auch_basic	0	0	None	2200	200
4037	COMMON_HOUSEIN-BTL_AUCH03	0	721	-736	common_housein	0	1000	28	91	<$>125716</>	200	157	5656	-1089	16862	btl_auch03	0	0	None	2200	200
4038	BTL_AUCH03-COMMON_HOUSEIN	0	0	0	None	0	1000	28	91	<$>47525</>	200	157	-3	632	-242	common_housein	0	0	None	2200	200
4045	REB_BASIC_FESO	0	0	0	None	90	1000	28	91	<$>63899</>	200	173	-481	-5868	-7734	reb_basic	0	0	None	2200	200
4046	COIM_BASIC_FESO	0	0	0	None	90	1000	28	91	<$>63900</>	200	173	-1112	4037	15381	coim_basic	0	0	None	2200	200
4047	AUCH_BASIC_FESO	0	0	0	None	90	1000	28	91	<$>63901</>	200	173	1318	-8623	2814	auch_basic	0	0	None	2200	200
5001	REB-BASIC_OFFICE_REB	22	-2901	14643	reb_basic	-130	1000	25	-297	<$>47502</>	100	120	0	330	217	office_reb	-2	-30	INSIDE	2200	200
5002	OFFICE_REB_REB-BASIC	0	571	111	office_reb	-90	1000	25	-297	<$>3976</>	100	120	4	-3656	14618	reb_basic	0	0	OUTSIDE	2200	200
5003	AUCH-BASIC_OFFICE_AUCH	0	0	0	None	15	1000	25	-297	None	100	120	0	254	123	office_auch	0	0	INSIDE	2200	200
5004	OFFICE_AUCH_AUCH-BASIC	0	542	105	office_auch	-90	1000	25	-297	<$>3977</>	100	120	2076	11210	1230	auch_basic	0	0	OUTSIDE	2200	200
5005	COIM-BASIC_OFFICE_COIM	0	0	0	None	-125	1000	25	-297	<$>47500</>	100	120	7	1	-525	office_coim	0	0	INSIDE	2200	200
5006	OFFICE_COIM_COIM-BASIC	7	-3	-1191	office_coim	0	1000	25	-297	<$>1293</>	100	120	320	-8771	5529	coim_basic	0	0	OUTSIDE	2200	200
6000	dun_ktv01_dun_ktv02	531	6	14842	dun_ktv01	180	1000	25	-297	<$>47481</>	300	120	1	-502	8603	dun_ktv02	0	0	None	2200	200
6001	dun_ktv02_dun_ktv03	0	0	0	None	0	1000	25	-297	<$>47482</>	300	120	1	-502	8603	dun_ktv03	0	0	None	2200	200
6002	dun_ktv03_dun_ktv04	0	0	0	None	0	1000	25	-297	<$>47483</>	300	120	1	-502	8603	dun_ktv04	0	0	None	2200	200
6003	dun_ktv04_dun_ktv05	0	0	0	None	0	1000	25	-297	<$>47484</>	300	120	1	-502	8603	dun_ktv05	0	0	None	2200	200
6004	dun_ktv_btl_ktv05	0	0	0	None	0	1000	25	-297	<$>63902</>	300	120	9928	28237	22891	btl_ktv05	0	0	None	2200	200
6005	btl_ktv05_dun_ktv01	0	0	0	None	0	1000	25	-297	<$>63903</>	300	120	0	-46	-17611	dun_ktv01	0	0	None	2200	200
6006	dun_ktv05_dun_ktv_boss	0	0	0	None	0	1000	25	-297	<$>63904</>	300	120	-375	-1	-3914	dun_ktv_boss	0	0	None	2200	200
6007	btl_alq_dun_sil01_a	0	0	0	None	0	1000	25	-297	<$>63905</>	300	120	0	-35000	-35000	dun_sil01	0	0	None	2200	200
6008	btl_alq_dun_sil01_b	0	0	0	None	0	1000	25	-297	<$>63906</>	300	120	0	35000	-35000	dun_sil01	0	0	None	2200	200
6009	dun_sil01_dun_sil02_a	0	0	0	None	0	1000	25	-297	<$>63907</>	300	120	0	-41000	-30000	dun_sil02	0	0	None	2200	200
6010	dun_sil01_dun_sil02_b	0	0	0	None	0	1000	25	-297	<$>63908</>	300	120	0	41000	-30000	dun_sil02	0	0	None	2200	200
6011	dun_sil_btl_alq02	0	0	0	None	0	1000	25	-297	<$>63909</>	300	120	-2990	-14693	-2005	btl_alq02	0	0	None	2200	200
6012	dun_sil02_dun_sil_boss	0	0	0	None	0	1000	25	-297	<$>47498</>	300	120	0	0	0	dun_sil_boss	0	0	None	2200	200
6013	btl_ttr03_btl_chainrush	0	0	0	None	0	1000	25	-297	<$>63910</>	300	120	0	7275	0	btl_chainrush	0	0	None	2200	200
6014	btl_chainrush_btl_ttr03	0	0	0	None	0	1000	25	-297	<$>63911</>	300	120	7394	-43273	41622	btl_ttr03	0	0	None	2200	200
6015	dun_tbk01_dun_tbk02	0	0	0	None	0	1000	25	-297	<$>63912</>	300	120	7461	-42055	9422	dun_tbk02	0	0	None	2200	200
6016	dun_tbk02_dun_tbk_boss	0	0	0	None	0	1000	25	-297	<$>63913</>	300	120	-118	13601	-10560	dun_tbk_boss	0	0	None	2200	200
6017	dun_tbk02_dun_dun_tbk02_c	486	-1980	6199	dun_tbk02	360	1000	25	-297	<$>63914</>	300	120	-592	-593	3421	dun_tbk02	0	-30	OUTSIDE	2200	200
6018	dun_tbk02_c_dun_dun_tbk02	-483	-735	3983	dun_tbk02	170	1000	25	-297	<$>63915</>	300	120	303	-1965	6860	dun_tbk02	0	0	OUTSIDE	2200	200
6019	dun_bah01_dun_bah02_1	0	0	0	None	170	1000	25	-297	<$>63916</>	300	120	1798	17720	-236	dun_bah02	-60	-40	OUTSIDE	2200	200
6020	dun_bah01_dun_bah02_2	0	0	0	None	170	1000	25	-297	<$>63916</>	300	120	991	-17872	6982	dun_bah02	-60	-40	OUTSIDE	2200	200
6021	btl_clover	0	0	0	None	0	1000	25	-297	<$>63917</>	300	120	-109	-1612	-2703	btl_clover	0	0	None	2200	200
6022	btl_clover2	0	0	0	None	0	1000	25	-297	<$>63918</>	300	120	-109	-1612	-2703	btl_clover2	0	0	None	2200	200
6023	dun_bah01_dun_bah03	1212	-32634	-4101	dun_bah01	125	1000	25	-297	<$>6284</>	300	120	3365	-33646	9100	btl_sed01	35	-14	OUTSIDE	2200	200
6024	dun_bah01_dun_bah03_02	1216	18698	11838	dun_bah01	90	1000	25	-297	<$>6284</>	300	120	3365	-33646	9100	btl_sed01	-33	-14	OUTSIDE	2200	200
6025	dun_sed03_dun_sed02	0	0	0	None	152	1000	25	-297	<$>63919</>	300	120	-10	-360	-18063	dun_sed02	0	0	None	2200	200
6026	dun_sed02_dun_sed01	0	0	0	None	152	1000	25	-297	<$>63920</>	300	120	-161	-2039	-16211	dun_sed01	0	0	None	2200	200
6027	dun_sed01_btl_sed01	0	0	0	None	152	1000	25	-297	<$>63921</>	300	120	378	-2490	774	btl_sed01	0	0	None	2200	200
6029	btl_factious01_btl_alq01	0	0	0	None	0	1000	25	-297	<$>125696</>	300	137	-232	3671	-19918	btl_alq01	0	0	OUTSIDE	2200	200
6031	btl_factious01_btl_ttr02	0	0	0	None	0	1000	25	-297	<$>125697</>	300	353	-1501	-10149	26096	btl_ttr02	0	-30	OUTSIDE	2200	200
6032	auch_basic_dun_sctw01	0	0	0	None	273	1000	25	-297	<$>47553</>	300	353	1117	23	-24243	dun_sctw01	0	0	OUTSIDE	2200	200
6041	dun_sub_warp1	118	-1215	-9985	dun_sub	90	1000	25	-297	<$>47338</>	200	0	2034	-6854	14057	fld_reb	0	0	None	2200	200
6042	dun_sub_warp2	-64	3293	-10008	dun_sub	269	1000	25	-297	None	200	0	-80	-11731	9999	dun_sub	0	0	None	2200	200
6043	dun_sub_warp3	-79	-12592	9987	dun_sub	88	1000	25	-297	None	200	178	-64	2794	-10046	dun_sub	0	0	None	2200	200
6044	dun_sub_warp4	-80	-7125	9984	dun_sub	269	1000	25	-297	None	200	277	47	1826	10635	dun_sub	0	0	None	2200	200
6045	dun_sub_warp5	46	1804	11343	dun_sub	184	1000	25	-297	None	200	184	-80	-7855	9967	dun_sub	0	0	None	2200	200
6046	dun_sub_warp6	46	1466	6746	dun_sub	36	1000	25	-297	None	200	352	-47	-98	629	dun_sub	0	0	None	2200	200
6047	dun_sub_warp7	27	-503	638	dun_sub	89	1000	25	-297	None	200	87	46	1812	7684	dun_sub	0	0	None	2200	200
6048	dun_sub_warp8	27	169	2399	dun_sub	181	1000	25	-297	None	200	97	-8	10803	8715	dun_sub	0	0	None	2200	200
6049	dun_sub_warp9	-8	10823	8188	dun_sub	354	1000	25	-297	None	200	271	-47	122	1850	dun_sub	0	0	None	2200	200
6050	dun_sub_warp10	-8	9964	11741	dun_sub	182	1000	25	-297	None	200	3	17	-10370	-10023	dun_sub	0	0	None	2200	200
6051	dun_sub_warp11	17	-10819	-10014	dun_sub	93	1000	25	-297	None	200	266	-8	9943	11076	dun_sub	0	0	None	2200	200
6052	dun_sub_warp12	56	5240	11388	dun_sub	90	1000	25	-297	None	200	282	35	15295	889	dun_sub	0	0	None	2200	200
6053	dun_sub_warp13	123	15548	1583	dun_sub	267	1000	25	-297	None	200	3	56	6046	11355	dun_sub	0	0	None	2200	200
6054	dun_sub_warp14	-47	11467	5901	dun_sub	253	1000	25	-297	None	200	87	67	9992	-13398	dun_sub	0	0	None	2200	200
6055	dun_sub_warp15	0	0	0	None	362	1000	25	-297	<$>63923</>	200	194	-47	10619	5622	dun_sub	0	0	None	2200	200
6056	dun_sub_warp16	0	0	0	None	86	1000	25	-297	<$>63924</>	200	93	-50	-12305	-3224	dun_sub	0	0	None	2200	200
6057	dun_sub_warp17	26	-12237	-3912	dun_sub	356	1000	25	-297	None	200	0	27	5218	-6	dun_sub	0	0	None	2200	200
6058	dun_sub_warp18	0	0	0	None	269	1000	25	-297	<$>63925</>	200	358	572	-6883	1803	dun_sub	0	0	None	2200	200
6059	fld_reb-dun_sub	0	0	0	None	269	1000	25	-297	<$>47851</>	200	358	118	-781	-10015	dun_sub	0	0	None	2200	200
6060	dun_sub_erc_basic	0	0	0	None	269	1000	25	-297	<$>47784</>	200	358	-3	-4754	-143	erc_basic	0	0	None	2200	200
6061	auch_basic_dun_sctw03	0	0	0	None	273	1000	25	-297	<$>47554</>	300	353	-5092	-33	-13544	dun_sctw03	0	0	OUTSIDE	2200	200
6028	btl_alq01_btl_factious01	0	0	0	None	50	1000	25	-297	<$>47552</>	300	355	-1110	-11825	-15318	btl_factious01	0	-38	OUTSIDE	2200	200
6030	btl_ttr02_btl_factious01	0	0	0	None	220	1000	25	-297	<$>47552</>	300	183	-1110	12128	16398	btl_factious01	0	0	OUTSIDE	2200	200
7001	BTL_PTV01_LOS_BASIC	0	0	0	None	-130	1000	25	-297	None	100	120	79	7243	-1628	los_basic	0	0	None	2200	200
7003	LOS_BASIC_IN-LOS_BASIC_OUT	114	-3824	-941	los_basic	0	1000	25	-297	<$>56895</>	200	120	79	7243	-1628	los_basic	0	0	OUTSIDE	2200	200
7004	LOS_BASIC_OUT-LOS_BASIC_IN	0	0	0	None	105	1000	25	-297	<$>63926</>	200	120	113	-3810	-401	los_basic	-30	-30	INSIDE	2200	200
7005	HIDEAWAY_BASIC-BTL_LOS01	0	0	0	None	285	1000	25	-297	<$>63927</>	200	120	3335	-4714	19992	btl_los01	0	0	INSIDE	2200	200
7007	BTL_LOS01_IN	0	0	0	None	105	1000	25	-297	None	200	120	2845	34950	-10632	btl_los01	0	0	INSIDE	2200	200
7008	BTL_LOS01-LOS_BASIC	2825	36473	-10725	btl_los01	285	1000	25	-297	<$>56895</>	200	120	92	7665	-1771	los_basic	0	0	OUTSIDE	2200	200
7009	HIDEAWAY_BASIC-BTL_LOS01_2	0	0	0	None	285	1000	25	-297	<$>63927</>	200	120	3335	-4714	19992	btl_los01_2	0	0	INSIDE	2200	200
7010	BTL_LOS01_IN_2	0	0	0	None	105	1000	25	-297	None	200	120	2845	34950	-10632	btl_los01_2	0	0	INSIDE	2200	200
7011	BTL_LOS01_2-LOS_BASIC	2825	36473	-10725	btl_los01_2	285	1000	25	-297	<$>56895</>	200	120	92	7665	-1771	los_basic	0	0	OUTSIDE	2200	200
7012	BTL_LOS01_IN_3	0	0	0	None	105	1000	25	-297	None	200	120	2942	5282	-3171	btl_los01	0	0	INSIDE	2200	200
7013	BTL_LOS01_IN_4	0	0	0	None	105	1000	25	-297	None	200	120	5013	-9659	16777	btl_los01	0	0	INSIDE	2200	200
7014	BTL_LOS01_IN_5	0	0	0	None	105	1000	25	-297	None	200	120	2942	5282	-3171	btl_los01_2	0	0	INSIDE	2200	200
7015	BTL_LOS01_IN_6	0	0	0	None	105	1000	25	-297	None	200	120	5013	-9659	16777	btl_los01_2	0	0	INSIDE	2200	200
7016	LOS_BASIC-BTL_LOS02	0	0	0	None	108	1000	25	-297	<$>63928</>	200	120	2562	13658	-11491	btl_los02	0	0	INSIDE	2200	200
7017	BTL_LOS02-MISSION_LOS_01	0	0	0	None	108	2500	25	-297	<$>47546</>	200	120	594	5	-12743	mission_los_01	0	0	INSIDE	5000	200
7018	MISSION_LOS_01-BTL_LOS02	0	0	0	None	108	1000	25	-297	<$>63929</>	200	120	2836	-281	1654	btl_los02	0	0	INSIDE	2200	200
7019	LOS_BASIC_IN	0	0	0	None	90	1000	25	-297	<$>63930</>	100	120	5347	572	-5189	btl_ptv01	0	0	INSIDE	2200	200
31001	dun_tbk01-btl_tbk01	2190	-599	-28040	dun_tbk01	230	1000	18	1	<$>63860</>	600	97	-2019	14580	-6262	btl_tbk01	0	0	OUTSIDE	2200	200
31002	btl_tbk01-dun_tbk01	-1985	13622	-6500	btl_tbk01	124	1000	18	1	<$>125739</>	100	92	2190	-1659	-28473	dun_tbk01	20	0	INSIDE	2200	200
31004	dun_tbk02-dun_tbk01	7474	-43308	10061	dun_tbk02	64	1000	18	1	<$>125739</>	400	92	-2207	334	30126	dun_tbk01	70	-30	OUTSIDE	2200	200
31005	dun_tbk_boss-dun_tbk02	-282	12541	-12052	dun_tbk_boss	380	1000	18	1	<$>63932</>	400	97	-4061	24073	-20062	dun_tbk02	0	0	OUTSIDE	2200	200
21101	bah_witchin	0	0	0	None	0	1000	18	1	<$>47518</>	600	97	1	0	-134	bah_witchin	0	0	OUTSIDE	2200	200
21102	bah_old	0	0	0	None	0	1000	18	1	<$>47517</>	100	92	0	262	-448	bah_old	20	0	OUTSIDE	2200	200
21103	dun_bah01_1	0	0	0	None	0	1000	18	1	<$>47523</>	400	92	1207	-42512	-14730	dun_bah01	70	-30	OUTSIDE	2200	200
