CancelOpt	CancelOptScript	ClassID	ClassName	DirectMissionSet	MailCheck	MailProperty	QuestCondition	QuestName	QuestType	QuitOpt	QuitOptScript	RandomItem1	RandomItem2	RandomItem3	RandomItem4	RandomItemRate1	RandomItemRate2	RandomItemRate3	RandomItemRate4	RandomItemValue1	RandomItemValue2	RandomItemValue3	RandomItemValue4	RewardType	SelectItem1	SelectItem2	SelectItem3	SelectItem4	SelectItem5	SelectItemValue1	SelectItemValue2	SelectItemValue3	SelectItemValue4	SelectItemValue5	StartItem	StartItemValue	StartJobType	StartLv	StartLvType	StartOpt	StartOptScript	StartProperty	StartPropertyValue
YES	None	213	Nquest_00213_set	None	YES	Nquest_00213	<$>52302</>	<$>52312</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	91	MaxLv	YES	None	None	0
YES	None	214	Nquest_00214_set	None	YES	Nquest_00214	<$>52304</>	<$>52313</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	92	MaxLv	YES	None	None	0
YES	None	215	Nquest_00215_set	None	YES	Nquest_00215	<$>52299</>	<$>52314</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	90	MaxLv	YES	None	None	0
YES	None	216	Nquest_00216_set	None	YES	Nquest_00216	<$>52252</>	<$>47191</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	95	MaxLv	YES	None	None	0
YES	None	217	Nquest_00217_set	None	YES	Nquest_00217	<$>52250</>	<$>52315</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	94	MaxLv	YES	None	None	0
YES	None	218	Nquest_00218_set	None	YES	Nquest_00218	<$>52247</>	<$>52316</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	93	MaxLv	YES	None	None	0
YES	None	219	Nquest_00219_set	None	YES	Nquest_00219	<$>52255</>	<$>52317</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	96	MaxLv	YES	None	None	0
YES	None	220	Nquest_00220_set	None	YES	Nquest_00220	<$>52255</>	<$>47192</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	96	MaxLv	YES	None	None	0
YES	None	221	Nquest_00221_set	None	YES	Nquest_00221	<$>52257</>	<$>52318</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	97	MaxLv	YES	None	None	0
YES	None	222	Nquest_00222_set	None	YES	Nquest_00222	<$>52260</>	<$>47193</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	98	MaxLv	YES	None	None	0
YES	None	223	Nquest_00223_set	None	YES	Nquest_00223	<$>52250</>	<$>52319</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	94	MaxLv	YES	None	None	0
YES	None	224	Nquest_00224_set	None	YES	Nquest_00224	<$>52260</>	<$>52320</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	98	MaxLv	YES	None	None	0
YES	None	225	Nquest_00225_set	None	YES	Nquest_00225	<$>52265</>	<$>52321</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	226	Nquest_00226_set	None	YES	Nquest_00226	<$>52262</>	<$>47194</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	99	MaxLv	YES	None	None	0
YES	None	227	Nquest_00227_set	None	YES	Nquest_00227	<$>52260</>	<$>52322</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	98	MaxLv	YES	None	None	0
YES	None	228	Nquest_00228_set	None	YES	Nquest_00228	<$>52262</>	<$>52323</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	99	MaxLv	YES	None	None	0
YES	None	229	Nquest_00229_set	None	YES	Nquest_00229	<$>52260</>	<$>47195</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	98	MaxLv	YES	None	None	0
YES	None	230	Nquest_00230_set	None	YES	Nquest_00230	<$>52325</>	<$>52324</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	102	MaxLv	YES	None	None	0
YES	None	231	Nquest_00231_set	None	YES	Nquest_00231	<$>52327</>	<$>52326</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	60	MaxLv	YES	None	None	0
YES	None	232	Nquest_00232_set	None	YES	Nquest_00232	<$>52327</>	<$>52328</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	60	MaxLv	YES	None	None	0
YES	None	233	Nquest_00233_set	None	YES	Nquest_00233	<$>52330</>	<$>52329</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	62	MaxLv	YES	None	None	0
YES	None	234	Nquest_00234_set	None	YES	Nquest_00234	<$>52331</>	<$>47151</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	61	MaxLv	YES	None	None	0
YES	None	235	Nquest_00235_set	None	YES	Nquest_00235	<$>52333</>	<$>52332</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	65	MaxLv	YES	None	None	0
YES	None	236	Nquest_00236_set	None	YES	Nquest_00236	<$>52334</>	<$>47153</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	63	MaxLv	YES	None	None	0
YES	None	237	Nquest_00237_set	None	YES	Nquest_00237	<$>52334</>	<$>47155</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	63	MaxLv	YES	None	None	0
YES	None	238	Nquest_00238_set	None	YES	Nquest_00238	<$>52334</>	<$>47154</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	63	MaxLv	YES	None	None	0
YES	None	239	Nquest_00239_set	None	YES	Nquest_00239	<$>52336</>	<$>52335</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	67	MaxLv	YES	None	None	0
YES	None	240	Nquest_00240_set	None	YES	Nquest_00240	<$>52333</>	<$>52337</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	65	MaxLv	YES	None	None	0
YES	None	241	Nquest_00241_set	None	YES	Nquest_00241	<$>52333</>	<$>52338</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	65	MaxLv	YES	None	None	0
YES	None	242	Nquest_00242_set	None	YES	Nquest_00242	<$>52333</>	<$>52339</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	65	MaxLv	YES	None	None	0
YES	None	243	Nquest_00243_set	None	YES	Nquest_00243	<$>52336</>	<$>52340</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	67	MaxLv	YES	None	None	0
YES	None	244	Nquest_00244_set	None	YES	Nquest_00244	<$>52271</>	<$>52341</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	68	MaxLv	YES	None	None	0
YES	None	245	Nquest_00245_set	None	YES	Nquest_00245	<$>52271</>	<$>52342</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	68	MaxLv	YES	None	None	0
YES	None	246	Nquest_00246_set	None	YES	Nquest_00246	<$>52344</>	<$>52343</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	70	MaxLv	YES	None	None	0
YES	None	247	Nquest_00247_set	None	YES	Nquest_00247	<$>52346</>	<$>52345</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	69	MaxLv	YES	None	None	0
YES	None	248	Nquest_00248_set	None	YES	Nquest_00248	<$>52346</>	<$>52347</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	69	MaxLv	YES	None	None	0
YES	None	249	Nquest_00249_set	None	YES	Nquest_00249	<$>52346</>	<$>52348</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	69	MaxLv	YES	None	None	0
YES	None	250	Nquest_00250_set	None	YES	Nquest_00250	<$>52350</>	<$>52349</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	71	MaxLv	YES	None	None	0
YES	None	251	Nquest_00251_set	None	YES	Nquest_00251	<$>52350</>	<$>52351</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	71	MaxLv	YES	None	None	0
YES	None	252	Nquest_00252_set	None	YES	Nquest_00252	<$>52344</>	<$>52352</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	70	MaxLv	YES	None	None	0
YES	None	253	Nquest_00253_set	None	YES	Nquest_00253	<$>52350</>	<$>47156</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	71	MaxLv	YES	None	None	0
YES	None	254	Nquest_00254_set	None	YES	Nquest_00254	<$>52353</>	<$>47161</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	81	MaxLv	YES	None	None	0
YES	None	255	Nquest_00255_set	None	YES	Nquest_00255	<$>52353</>	<$>52354</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	81	MaxLv	YES	None	None	0
YES	None	256	Nquest_00256_set	None	YES	Nquest_00256	<$>52353</>	<$>52355</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	81	MaxLv	YES	None	None	0
YES	None	257	Nquest_00257_set	None	YES	Nquest_00257	<$>52353</>	<$>52356</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	81	MaxLv	YES	None	None	0
YES	None	258	Nquest_00258_set	None	YES	Nquest_00258	<$>52358</>	<$>52357</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	82	MaxLv	YES	None	None	0
YES	None	259	Nquest_00259_set	None	YES	Nquest_00259	<$>52359</>	<$>47162</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	83	MaxLv	YES	None	None	0
YES	None	260	Nquest_00260_set	None	YES	Nquest_00260	<$>52359</>	<$>52360</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	83	MaxLv	YES	None	None	0
YES	None	261	Nquest_00261_set	None	YES	Nquest_00261	<$>52359</>	<$>52361</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	83	MaxLv	YES	None	None	0
YES	None	262	Nquest_00262_set	None	YES	Nquest_00262	<$>52359</>	<$>52362</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	83	MaxLv	YES	None	None	0
YES	None	263	Nquest_00263_set	None	YES	Nquest_00263	<$>52364</>	<$>52363</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	85	MaxLv	YES	None	None	0
YES	None	264	Nquest_00264_set	None	YES	Nquest_00264	<$>52364</>	<$>52365</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	85	MaxLv	YES	None	None	0
YES	None	265	Nquest_00265_set	None	YES	Nquest_00265	<$>52364</>	<$>52366</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	85	MaxLv	YES	None	None	0
YES	None	266	Nquest_00266_set	None	YES	Nquest_00266	<$>52364</>	<$>52367</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	85	MaxLv	YES	None	None	0
YES	None	267	Nquest_00267_set	None	YES	Nquest_00267	<$>52364</>	<$>52368</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	85	MaxLv	YES	None	None	0
YES	None	268	Nquest_00268_set	None	YES	Nquest_00268	<$>52293</>	<$>52369</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	88	MaxLv	YES	None	None	0
YES	None	269	Nquest_00269_set	None	YES	Nquest_00269	<$>52304</>	<$>52370</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	92	MaxLv	YES	None	None	0
YES	None	270	Nquest_00270_set	None	YES	Nquest_00270	<$>52250</>	<$>52371</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	94	MaxLv	YES	None	None	0
YES	None	271	Nquest_00271_set	None	YES	Nquest_00271	<$>52304</>	<$>52372</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	92	MaxLv	YES	None	None	0
YES	None	272	Nquest_00272_set	None	YES	Nquest_00272	<$>52252</>	<$>52373</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	95	MaxLv	YES	None	None	0
YES	None	273	Nquest_00273_set	None	YES	Nquest_00273	<$>52247</>	<$>52374</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	93	MaxLv	YES	None	None	0
YES	None	274	Nquest_00274_set	None	YES	Nquest_00274	<$>52247</>	<$>52375</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	93	MaxLv	YES	None	None	0
YES	None	275	Nquest_00275_set	None	YES	Nquest_00275	<$>52304</>	<$>52376</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	92	MaxLv	YES	None	None	0
YES	None	276	Nquest_00276_set	None	YES	Nquest_00276	<$>52247</>	<$>52377</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	93	MaxLv	YES	None	None	0
YES	None	277	Nquest_00277_set	None	YES	Nquest_00277	<$>52302</>	<$>52378</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	91	MaxLv	YES	None	None	0
YES	None	278	Nquest_00278_set	None	YES	Nquest_00278	<$>52380</>	<$>52379</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	101	MaxLv	YES	None	None	0
YES	None	279	Nquest_00279_set	None	YES	Nquest_00279	<$>52325</>	<$>52381</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	102	MaxLv	YES	None	None	0
YES	None	280	Nquest_00280_set	None	YES	Nquest_00280	<$>52325</>	<$>52382</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	102	MaxLv	YES	None	None	0
YES	None	281	Nquest_00281_set	None	YES	Nquest_00281	<$>52384</>	<$>52383</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	103	MaxLv	YES	None	None	0
YES	None	282	Nquest_00282_set	None	YES	Nquest_00282	<$>52384</>	<$>52385</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	103	MaxLv	YES	None	None	0
YES	None	283	Nquest_00283_set	None	YES	Nquest_00283	<$>52260</>	<$>52386</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	98	MaxLv	YES	None	None	0
YES	None	284	Nquest_00284_set	None	YES	Nquest_00284	<$>52388</>	<$>52387</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	104	MaxLv	YES	None	None	0
YES	None	285	Nquest_00285_set	None	YES	Nquest_00285	<$>52388</>	<$>52389</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	104	MaxLv	YES	None	None	0
YES	None	286	Nquest_00286_set	None	YES	Nquest_00286	<$>52391</>	<$>52390</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	105	MaxLv	YES	None	None	0
YES	None	287	Nquest_00287_set	None	YES	Nquest_00287	<$>52393</>	<$>52392</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	106	MaxLv	YES	None	None	0
YES	None	288	Nquest_00288_set	None	YES	Nquest_00288	<$>52265</>	<$>52394</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	289	Nquest_00289_set	None	YES	Nquest_00289	<$>52262</>	<$>52395</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	99	MaxLv	YES	None	None	0
YES	None	290	Nquest_00290_set	None	YES	Nquest_00290	<$>52260</>	<$>52396</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	98	MaxLv	YES	None	None	0
YES	None	291	Nquest_00291_set	None	YES	Nquest_00291	<$>52260</>	<$>52397</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	98	MaxLv	YES	None	None	0
YES	None	292	Nquest_00292_set	None	YES	Nquest_00292	<$>52255</>	<$>52398</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	96	MaxLv	YES	None	None	0
YES	None	401	Nquest_00401_set	None	YES	Nquest_00401	<$>52400</>	<$>52399</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	30	MaxLv	YES	None	None	0
YES	None	402	Nquest_00402_set	None	YES	Nquest_00402	<$>52400</>	<$>52401</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	30	MaxLv	YES	None	None	0
YES	None	403	Nquest_00403_set	None	YES	Nquest_00403	<$>52400</>	<$>52402</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	30	MaxLv	YES	None	None	0
YES	None	404	Nquest_00404_set	None	YES	Nquest_00404	<$>52400</>	<$>52403</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	30	MaxLv	YES	None	None	0
YES	None	405	Nquest_00405_set	None	YES	Nquest_00405	<$>52405</>	<$>52404</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	40	MaxLv	YES	None	None	0
YES	None	406	Nquest_00406_set	None	YES	Nquest_00406	<$>52405</>	<$>52406</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	40	MaxLv	YES	None	None	0
YES	None	407	Nquest_00407_set	None	YES	Nquest_00407	<$>52405</>	<$>52407</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	40	MaxLv	YES	None	None	0
YES	None	408	Nquest_00408_set	None	YES	Nquest_00408	<$>52405</>	<$>52408</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	40	MaxLv	YES	None	None	0
YES	None	409	Nquest_00409_set	None	YES	Nquest_00409	<$>52410</>	<$>52409</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	58	MaxLv	YES	None	None	0
YES	None	410	Nquest_00410_set	None	YES	Nquest_00410	<$>52410</>	<$>52411</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	58	MaxLv	YES	None	None	0
YES	None	411	Nquest_00411_set	None	YES	Nquest_00411	<$>52410</>	<$>52412</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	58	MaxLv	YES	None	None	0
YES	None	412	Nquest_00412_set	None	YES	Nquest_00412	<$>52410</>	<$>52413</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	58	MaxLv	YES	None	None	0
YES	None	413	Nquest_00413_set	None	YES	Nquest_00413	<$>52415</>	<$>52414</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	76	MaxLv	YES	None	None	0
YES	None	414	Nquest_00414_set	None	YES	Nquest_00414	<$>52415</>	<$>52416</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	76	MaxLv	YES	None	None	0
YES	None	415	Nquest_00415_set	None	YES	Nquest_00415	<$>52415</>	<$>52417</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	76	MaxLv	YES	None	None	0
YES	None	416	Nquest_00416_set	None	YES	Nquest_00416	<$>52415</>	<$>52418</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	76	MaxLv	YES	None	None	0
YES	None	417	Nquest_00417_set	None	YES	Nquest_00417	<$>52420</>	<$>52419</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	94	MaxLv	YES	None	None	0
YES	None	418	Nquest_00418_set	None	YES	Nquest_00418	<$>52420</>	<$>52421</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	94	MaxLv	YES	None	None	0
YES	None	419	Nquest_00419_set	None	YES	Nquest_00419	<$>52420</>	<$>52422</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	94	MaxLv	YES	None	None	0
YES	None	420	Nquest_00420_set	None	YES	Nquest_00420	<$>52420</>	<$>52423</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	94	MaxLv	YES	None	None	0
YES	None	421	Nquest_00421_set	None	YES	Nquest_00421	<$>52424</>	<$>52419</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	102	MaxLv	YES	None	None	0
YES	None	422	Nquest_00422_set	None	YES	Nquest_00422	<$>52424</>	<$>52421</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	102	MaxLv	YES	None	None	0
YES	None	423	Nquest_00423_set	None	YES	Nquest_00423	<$>52424</>	<$>52422</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	102	MaxLv	YES	None	None	0
YES	None	424	Nquest_00424_set	None	YES	Nquest_00424	<$>52424</>	<$>52423</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	102	MaxLv	YES	None	None	0
YES	None	425	Nquest_00425_set	None	YES	Nquest_00425	<$>52426</>	<$>52425</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	111	MaxLv	YES	None	None	0
YES	None	426	Nquest_00426_set	None	YES	Nquest_00426	<$>52426</>	<$>52427</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	111	MaxLv	YES	None	None	0
YES	None	427	Nquest_00427_set	None	YES	Nquest_00427	<$>52429</>	<$>52428</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	113	MaxLv	YES	None	None	0
YES	None	428	Nquest_00428_set	None	YES	Nquest_00428	<$>52429</>	<$>52430</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	113	MaxLv	YES	None	None	0
