ActionCamDist	ActionCamFreq	AtkLayer	Buff	BuffAlarmOnBoth	BuffAlarmOnEnemy	BuffAlarmOnMCC	BuffAlarmOnMe	BuffFreq	BuffID	BuffType	CastDist	CastSkill	CastTime	ChargeAddR	ChargeGauge	ChargeType	ChaseTime	CheckBuff	CheckBuffLevel	ClassID	ClassName	ClassType	ComboSkill	CoolDown	CurStackSkillCount	DamageType	Desc	DmgTarget	DownTime	Drain	EngName	FileName	FlyingTime	HandType	HateAmnt	HitDist	HitTime	Hits	HoldTarget	HoldTime	IgnoreCastHIT	IgnoreDEF	InitCastTime	KBDist	KBTime	KDRank	KDownHAngle	KDownPower	KDownType	KDownVAngle	MaxPlacement	MaxR	MaxStackSkillCount	MinR	MoveDist	Name	OnAll	OnCorpse	OnEnemy	OnEqpShld	OnOthers	OnParty	OnSquad	OnSummon	OnTeam	OnTrigger	PerentSkillID	Placement	PvPFix	RefreshTime	RemBuff1	RemBuff2	RemBuff3	RemBuff4	RemBuff5	Script	SkillEndScript	SklATK	SklEXP	SklLv	SklLv_BM	SklMedium	SklMetal	SklRank	SklSoft	SpecDesc0	SpecDesc1	SpecDesc10	SpecDesc11	SpecDesc12	SpecDesc13	SpecDesc14	SpecDesc15	SpecDesc2	SpecDesc3	SpecDesc4	SpecDesc5	SpecDesc6	SpecDesc7	SpecDesc8	SpecDesc9	SpecialType	SpendCatal	SpendHP	SpendItemCount	SpendItemID	SpendSP	SplDam	SplLimit	SplType	SplashAngle	SplashRange	StackSkillChargeTime	StackSkillType	Target	TargetDesc	Uni	UseCheck	UseType	ValueType	ViewAllyCast	ViewEnemyCastName	WaveLength	XPType	kdDist
1200	0	2	DispellMagic	None	None	None	None	100	10	FORCE	0	TRUE	2800	0	0	None	0	None	0	20194	Eraser	BUFF	None	25000	0	None	<$>61477</>	HP	0	None	Eraser(PVP)	tel_eraser	0	RH	250	0	0	0	SELF	2100	YES	0	2800	0	0	0	0	100	normal	65	0	1200	0	0	0	<$>167335</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	456	ALL	none	none	none	none	SCR_SKILL_BUFF	None	0	0	1	0	100	100	4	100	<$>184925</>	<$>105988</>	<$>105997</>	<$>105998</>	<$>105999</>	<$>106000</>	<$>106001</>	<$>106002</>	<$>144085</>	<$>105990</>	<$>105991</>	<$>105992</>	<$>105993</>	<$>105994</>	<$>105995</>	<$>105996</>	none	0	0	0	0	800	1	15	Circle	0	500	0	None	Ground	<$>61478</>	FALSE	FALSE	AREA	Buff	0	1	0	20004	400
1200	0	2	Totentanz	None	None	None	None	100	395	FORCE2	0	TRUE	1033	0	0	None	0	None	0	20621	Totentanz	MAGIC	None	45000	0	PSY	<$>61835</>	HP	1500	None	Totentanz	pld_totentanz	1227	RH	95	0	1800	4	BOTH	2830	YES	0	1033	0	1230	30	0	128	rightspin	50	0	1200	0	150	0	<$>61834</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	386	none	none	none	none	none	SCR_SKILL_INVULBREAK	SCR_SKILL_END_LIB	18	0	1	0	100	100	1	100	<$>184976</>	<$>61838</>	<$>61838</>	<$>61838</>	<$>61838</>	<$>61838</>	<$>61838</>	<$>61838</>	<$>61838</>	<$>61838</>	<$>61838</>	<$>61838</>	<$>61838</>	<$>61838</>	<$>61838</>	<$>61838</>	none	0	0	0	0	750	1	8	Circle	0	800	0	None	Ground	<$>151997</>	TRUE	FALSE	AREA	Attack	0	1	0	20001	650
1200	0	2	Reverse	None	None	None	None	100	0	Normal	0	TRUE	1100	0	0	None	0	None	0	20655	MindBlast	MAGIC	None	30000	0	PSY	<$>83382</>	HP	0	None	Mind Blast	tks_mindblast	0	RH	130	0	200	1	SELF	2200	YES	0	1100	0	0	0	0	87	normal	45	0	1100	0	150	-180	<$>83381</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	207	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	22.05	0	1	0	130	130	5	110	<$>185033</>	<$>97392</>	<$>97392</>	<$>97392</>	<$>97392</>	<$>97392</>	<$>97392</>	<$>97392</>	<$>97392</>	<$>97392</>	<$>97392</>	<$>97392</>	<$>97392</>	<$>97392</>	<$>97392</>	<$>97392</>	none	0	0	0	0	600	1	3	Circle	0	300	0	None	Ground	<$>83383</>	TRUE	FALSE	AREA	Attack	0	0	0	20005	300
1200	0	2	None	None	None	None	None	0	0	Normal	0	FALSE	0	0	0	None	0	None	0	20663	HeavyDrinker	BUFF	None	90000	0	None	<$>89475</>	HP	0	None	Heavy Drinker	cbr_drinkingparty	0	RH	0	0	0	0	SELF	2366	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	<$>89474</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	100	none	none	none	none	none	SCR_SKILL_HEAVYDRUNKER	SCR_SKILL_END_LIB	0	0	1	0	100	100	3	100	<$>185036</>	<$>103952</>	<$>103952</>	<$>103952</>	<$>103952</>	<$>103952</>	<$>103952</>	<$>103952</>	<$>103952</>	<$>103952</>	<$>103952</>	<$>103952</>	<$>103952</>	<$>103952</>	<$>103952</>	<$>103952</>	none	0	0	0	0	400	0	0	None	0	0	0	None	None	<$>89476</>	TRUE	FALSE	SELF	Buff	0	1	0	20003	0
1200	0	2	CriticalWound	None	None	None	None	50	24	Normal	0	TRUE	300	0	0	None	0	None	0	20701	GiantBat	MAGIC	None	8000	0	PSY	<$>106005</>	HP	1200	None	Giant Bat	amb_giantbat	800	RH	50	0	300	1	BOTH	1766	YES	0	300	0	1700	30	0	75	normal	30	0	1800	0	0	0	<$>106004</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	220	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	2.75	0	1	0	100	100	1	100	<$>185054</>	<$>59935</>	<$>59935</>	<$>59935</>	<$>59935</>	<$>59935</>	<$>59935</>	<$>59935</>	<$>59935</>	<$>59935</>	<$>59935</>	<$>59935</>	<$>59935</>	<$>59935</>	<$>59935</>	<$>59935</>	none	0	0	0	0	500	1	10	Square	0	400	0	None	Wave	<$>178109</>	TRUE	FALSE	AREA	Attack	0	1	1800	20001	350
1200	0	2	Requiem	None	None	None	None	20	255	Normal	0	TRUE	1533	0	0	None	0	None	0	20702	DeathlyChain	MAGIC	None	15000	0	PSY	<$>106010</>	HP	0	None	Deathly Chain	amb_eletricmontoro	0	RH	223	0	0	9	SELF	1866	YES	0	1533	0	0	0	0	128	normal	40	0	1600	0	200	-33	<$>106009</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	457	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	16	0	1	0	100	100	2	100	<$>185055</>	<$>61515</>	<$>61515</>	<$>61515</>	<$>61515</>	<$>61515</>	<$>61515</>	<$>61515</>	<$>61515</>	<$>61515</>	<$>61515</>	<$>61515</>	<$>61515</>	<$>61515</>	<$>61515</>	<$>61515</>	none	0	0	0	0	600	1	17	Circle	0	800	0	None	Enemy	<$>209925</>	TRUE	FALSE	SPLASH_MELEE	Attack	0	1	0	20002	650
1200	0	2	Fear	None	None	None	None	100	2	Normal	0	TRUE	6000	0	0	None	0	None	0	20705	FinalDisaster	MAGIC	None	25000	0	PSY	<$>106051</>	HP	1500	None	Final Disaster	amb_disastermontoro	1227	RH	353	0	570	1	BOTH	3900	YES	0	6000	0	4200	30	0	128	rightspin	50	0	1200	0	300	24	<$>106050</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	980	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	42	0	1	0	100	100	5	100	<$>185058</>	<$>106054</>	<$>106054</>	<$>106054</>	<$>106054</>	<$>106054</>	<$>106054</>	<$>106054</>	<$>106054</>	<$>106054</>	<$>106054</>	<$>106054</>	<$>106054</>	<$>106054</>	<$>106054</>	<$>106054</>	none	0	5000	0	0	0	1	24	Circle	0	1300	0	None	Ground	<$>61778</>	TRUE	FALSE	AREA	Attack	0	1	0	20005	650
500	0	1	None	None	None	None	Destruido	0	0	Normal	9	TRUE	700	0	0	None	0	None	0	20723	FlyingWyvern	MELEE	None	12000	0	None	<$>106443</>	HP	1100	None	Flying Wyvern	rdl_flyingwyvern	900	RH	250	0	1100	1	BOTH	3500	YES	100	700	300	1470	30	-90	100	rightspin	45	0	1400	0	0	1392	<$>106417</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	150	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	17.5	0	1	0	100	100	3	100	<$>185076</>	<$>215002</>	<$>215002</>	<$>215002</>	<$>215002</>	<$>215002</>	<$>215002</>	<$>215002</>	<$>215002</>	<$>215002</>	<$>215002</>	<$>215002</>	<$>215002</>	<$>215002</>	<$>215002</>	<$>215002</>	Ignoreparry	0	0	0	0	320	1	10	Square	0	350	0	None	Wave	<$>178112</>	TRUE	FALSE	AREA	Attack	0	1	1400	20003	350
500	0	1	None	None	None	None	Destruido	0	0	Normal	0	FALSE	0	0	0	None	0	None	0	20724	DragonsRoar	MELEE	None	20000	0	None	<$>106447</>	HP	1300	None	Dragons Roar	rdl_dragonsroar	1500	RH	270	150	2600	3	BOTH	3500	YES	180	0	600	2300	30	0	160	normal	75	0	250	0	0	373	<$>106418</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	200	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	37	0	1	0	100	100	4	100	<$>185077</>	<$>180165</>	<$>180165</>	<$>180165</>	<$>180165</>	<$>180165</>	<$>180165</>	<$>180165</>	<$>180165</>	<$>180165</>	<$>180165</>	<$>180165</>	<$>180165</>	<$>180165</>	<$>180165</>	<$>180165</>	ShieldBreak	0	0	0	0	350	0	0	None	0	0	0	None	Enemy	<$>58727</>	TRUE	FALSE	MELEE	Attack	0	1	0	20004	300
500	0	2	Stun	None	None	None	Destruido	70	3	Normal	297	TRUE	1000	0	0	None	0	None	0	20725	FinalAdvent	MELEE	None	15000	0	None	<$>106450</>	HP	1500	None	Final Advent	rdl_finaladvent	2270	RH	215	0	1950	1	BOTH	2467	YES	110	1000	400	2660	30	0	185	normal	89	0	700	0	300	410	<$>106419</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	250	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	26.5	0	1	0	100	100	5	100	<$>185078</>	<$>180166</>	<$>180166</>	<$>180166</>	<$>180166</>	<$>180166</>	<$>180166</>	<$>180166</>	<$>180166</>	<$>180166</>	<$>180166</>	<$>180166</>	<$>180166</>	<$>180166</>	<$>180166</>	<$>180166</>	ShieldBreak	0	0	0	0	400	1	10	Circle	0	600	0	None	Ground	<$>178114</>	TRUE	FALSE	AREA	Attack	0	1	0	20005	10
1200	0	2	DispellMagic	None	None	None	None	100	10	FORCE	-34	TRUE	1200	0	0	None	0	None	0	20731	Amnesia	BUFF	None	60000	0	None	<$>148630</>	HP	0	None	Amnesia(PVP)	rdj_amnesia	0	RH	0	0	0	1	BOTH	1600	YES	0	1200	0	0	0	0	0	normal	0	0	1800	0	0	34	<$>167336</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	340	ALL	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>185079</>	<$>178016</>	<$>178016</>	<$>178016</>	<$>178016</>	<$>178016</>	<$>178016</>	<$>178016</>	<$>178016</>	<$>178016</>	<$>178016</>	<$>178016</>	<$>178016</>	<$>178016</>	<$>178016</>	<$>178016</>	none	0	0	0	0	400	0	0	None	0	0	0	None	Enemy	<$>148631</>	FALSE	FALSE	MISSILE	Buff	0	1	0	20001	0
1200	0	2	Bloodcurse	None	None	None	None	100	377	Normal	-34	TRUE	500	0	0	None	0	None	0	20732	SoulContract	MAGIC	None	12000	0	PSY	<$>148635</>	HP	1500	None	Curse Contract	rdj_soulcontract	699	RH	0	0	0	1	BOTH	1600	YES	0	500	0	0	30	0	128	normal	25	0	2000	0	0	34	<$>148634</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	340	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	7.25	0	1	0	100	100	1	100	<$>185080</>	<$>180211</>	<$>180211</>	<$>180211</>	<$>180211</>	<$>180211</>	<$>180211</>	<$>180211</>	<$>180211</>	<$>180211</>	<$>180211</>	<$>180211</>	<$>180211</>	<$>180211</>	<$>180211</>	<$>180211</>	none	0	0	0	0	300	0	0	None	0	0	0	None	Enemy	<$>148636</>	FALSE	FALSE	MISSILE	Attack	0	1	0	20002	500
1200	0	2	Requiem	None	None	None	None	100	255	Normal	-34	TRUE	500	0	0	None	0	None	0	20734	Diekinesis	MAGIC	None	15000	0	PSY	<$>148645</>	HP	1500	None	Diekinesis	rdj_diekinesis	699	RH	0	0	0	1	BOTH	1600	YES	0	500	0	0	30	0	128	normal	25	0	1500	0	0	34	<$>148644</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	340	none	none	none	none	none	SCR_SKILL_ATTACK	None	8.75	0	1	0	100	100	4	100	<$>185082</>	<$>182261</>	<$>182261</>	<$>182261</>	<$>182261</>	<$>182261</>	<$>182261</>	<$>182261</>	<$>182261</>	<$>182261</>	<$>182261</>	<$>182261</>	<$>182261</>	<$>182261</>	<$>182261</>	<$>182261</>	none	0	0	0	0	300	0	0	None	0	0	0	None	Enemy	<$>148646</>	FALSE	FALSE	MELEE	Attack	0	1	0	20004	500
1200	0	2	None	None	None	None	None	0	0	Normal	-34	TRUE	3000	0	0	None	0	None	0	20735	TheEnd	MAGIC	None	25000	0	PSY	<$>148650</>	HP	0	None	Life Sacrifice	rdj_theend	0	RH	0	0	0	1	BOTH	2100	YES	0	3000	0	0	0	0	0	normal	0	0	1500	0	0	34	<$>148649</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	340	none	none	none	none	none	SCR_SKILL_ATTACK	None	28.5	0	1	0	100	100	5	100	<$>148652</>	<$>148653</>	<$>148653</>	<$>148653</>	<$>148653</>	<$>148653</>	<$>148653</>	<$>148653</>	<$>148653</>	<$>148653</>	<$>148653</>	<$>148653</>	<$>148653</>	<$>148653</>	<$>148653</>	<$>148653</>	none	0	0	0	0	300	0	0	None	0	0	0	None	Enemy	<$>148651</>	FALSE	FALSE	MISSILE	Attack	0	1	0	20005	0
1200	0	2	Burning	None	None	None	None	100	14	Normal	0	TRUE	2500	0	0	None	0	None	0	20815	Blastflame	MAGIC	None	25000	0	FIRE	<$>61949</>	HP	0	None	Breath of Flame	efr_blastfire	0	DH	350	0	2400	10	SELF	5066	YES	0	2500	0	2666	0	0	90	normal	25	0	1800	0	1	-200	<$>61948</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	457	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	42.5	0	1	0	100	100	5	100	<$>185092</>	<$>93320</>	<$>93320</>	<$>93320</>	<$>93320</>	<$>93320</>	<$>93320</>	<$>93320</>	<$>93320</>	<$>93320</>	<$>93320</>	<$>93320</>	<$>93320</>	<$>93320</>	<$>93320</>	<$>93320</>	none	0	0	0	0	1200	1	22	Fan	40	1800	0	None	Wave	<$>179972</>	TRUE	FALSE	AREA	Attack	0	1	800	20005	250
1200	0	2	None	None	None	None	None	0	0	Normal	-10	TRUE	3300	0	0	None	0	None	0	21015	Freezing	MAGIC	None	40000	0	ICE	<$>62017</>	HP	0	None	Freezing	fst_freezing	0	DH	350	0	0	12	SELF	3766	YES	0	3300	0	0	0	0	128	normal	40	0	1500	0	0	30	<$>57988</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	457	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	42.5	0	1	0	100	100	5	100	<$>185102</>	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	none	0	0	0	0	1200	0.8	18	Circle	0	1000	0	None	Enemy	<$>62018</>	TRUE	FALSE	SPLASH_MELEE	Attack	0	1	0	20005	700
1200	0	2	Tenseness	None	None	None	None	100	424	Normal	0	FALSE	0	0	0	None	0	None	0	21114	Thunderer	MAGIC	None	75000	0	LGHT	<$>62034</>	HP	1500	None	Thunderer	tem_thunderer	1227	DH	500	0	0	1	BOTH	2300	YES	0	0	0	0	30	0	128	normal	50	0	100	0	0	0	<$>62033</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	207	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	6	0	1	0	100	100	4	100	<$>185106</>	<$>61759</>	<$>61759</>	<$>61759</>	<$>61759</>	<$>61759</>	<$>61759</>	<$>61759</>	<$>61759</>	<$>61759</>	<$>61759</>	<$>61759</>	<$>61759</>	<$>61759</>	<$>61759</>	<$>61759</>	none	0	0	0	0	1000	1	15	Circle	0	1200	0	None	None	<$>62035</>	TRUE	FALSE	AREA	Attack	0	1	0	20004	650
500	0	1	SilentMove	None	None	None	None	100	261	FORCE	0	TRUE	0	0	0	None	0	None	0	21332	BYLSprint	MAGIC	None	15000	0	None	<$>120583</>	HP	0	None	Flash	byl_sprint3	0	RH	0	0	0	0	SELF	600	YES	0	0	0	0	0	0	0	normal	45	0	600	0	0	600	<$>120582</>	NO	NO	NO	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	0	none	none	none	none	none	SCR_SKILL_BUFF	None	0	0	1	0	100	100	3	100	<$>185125</>	<$>208898</>	<$>208898</>	<$>208898</>	<$>208898</>	<$>208898</>	<$>208898</>	<$>208898</>	<$>208898</>	<$>208898</>	<$>208898</>	<$>208898</>	<$>208898</>	<$>208898</>	<$>208898</>	<$>208898</>	none	0	0	0	0	440	0	0	None	0	0	0	None	Ground	<$>120584</>	TRUE	FALSE	SELF_GROUND	Buff	0	1	0	20003	0
500	0	1	None	None	None	None	Hightide	0	0	Normal	0	FALSE	0	0	0	None	0	None	0	21340	DeathGleam	MELEE	None	10000	0	None	<$>132335</>	HP	1000	None	DeathShadow Gleam	dsn_shadowgleam2	788	RH	80	0	500	1	BOTH	2933	YES	110	0	0	770	30	0	87	normal	45	0	1200	0	0	1222	<$>132334</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	30	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	20.75	0	1	0	100	100	1	100	<$>185128</>	<$>133655</>	<$>133655</>	<$>133655</>	<$>133655</>	<$>133655</>	<$>133655</>	<$>133655</>	<$>133655</>	<$>133655</>	<$>133655</>	<$>133655</>	<$>133655</>	<$>133655</>	<$>133655</>	<$>133655</>	Hightide	0	0	0	0	200	1	8	Square	0	350	0	None	Wave	<$>177871</>	TRUE	FALSE	AREA	Attack	0	0	1200	20001	300
500	0	1	SilentMove	None	None	None	None	100	261	FORCE	0	TRUE	0	0	0	None	0	None	0	21342	DeathShadowFlash	BUFF	None	15000	0	None	<$>132344</>	HP	0	None	DeathShadow Flash	dsn_shadowflash	0	RH	0	0	0	0	SELF	600	YES	0	0	0	0	0	0	0	normal	0	0	800	0	0	800	<$>132343</>	NO	NO	NO	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	0	none	none	none	none	none	SCR_SKILL_SHADOWWALK	None	0	0	1	0	100	100	3	100	<$>185130</>	<$>208899</>	<$>208899</>	<$>208899</>	<$>208899</>	<$>208899</>	<$>208899</>	<$>208899</>	<$>208899</>	<$>208899</>	<$>208899</>	<$>208899</>	<$>208899</>	<$>208899</>	<$>208899</>	<$>208899</>	none	0	0	0	0	400	0	0	None	0	0	0	None	Ground	<$>120584</>	TRUE	FALSE	SELF_GROUND	Buff	0	0	0	20003	0
1200	0	1	None	None	None	None	None	0	0	Normal	0	FALSE	1600	0	0	None	0	None	0	21344	SealSheave	MELEE	None	45000	0	None	<$>132367</>	HP	0	None	Seal Sheave Ground	dsn_sealsheave	0	RH	250	0	1200	0	BOTH	2500	YES	50	1600	0	0	0	0	70	normal	40	0	1000	0	0	0	<$>132366</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	400	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	13	0	1	0	100	100	5	100	<$>185127</>	<$>132368</>	<$>132377</>	<$>132378</>	<$>132379</>	<$>132380</>	<$>132381</>	<$>132382</>	<$>132369</>	<$>132370</>	<$>132371</>	<$>132372</>	<$>132373</>	<$>132374</>	<$>132375</>	<$>132376</>	none	0	0	0	0	300	1	9	Circle	0	600	0	None	Ground	<$>119508</>	TRUE	FALSE	AREA	Attack	0	1	0	20005	0
1200	0	1	Silence	None	None	None	None	50	278	Normal	0	TRUE	500	0	0	None	0	None	0	21457	CorteAquiles	MELEE	None	6000	0	None	<$>160768</>	HP	1100	None	Corte Aquiles	rse_corteaquiles	100	DH	0	0	300	1	BOTH	2166	YES	75	500	0	300	30	0	255	leftspin	85	0	1200	0	0	1128	<$>152084</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	203	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	6.5	0	1	0	100	100	2	100	<$>185186</>	<$>160945</>	<$>160945</>	<$>160945</>	<$>160945</>	<$>160945</>	<$>160945</>	<$>160945</>	<$>160945</>	<$>160945</>	<$>160945</>	<$>160945</>	<$>160945</>	<$>160945</>	<$>160945</>	<$>160945</>	none	0	0	0	0	300	1	6	Square	0	400	0	None	Wave	<$>189016</>	TRUE	FALSE	AREA	Attack	0	1	1200	20002	450
1200	0	2	CriticalWound	None	None	None	None	90	24	Normal	0	FALSE	0	0	0	None	0	None	0	21458	HiladoPajaro	MELEE	None	10000	0	None	<$>160772</>	HP	1100	None	Hilado Pajaro	rse_hiladopajaro	3098	DH	0	0	300	3	BOTH	3500	YES	100	0	0	300	30	0	112	leftspin	45	0	200	0	0	0	<$>160771</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	203	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	7	0	1	0	100	100	3	100	<$>185187</>	<$>160946</>	<$>160946</>	<$>160946</>	<$>160946</>	<$>160946</>	<$>160946</>	<$>160946</>	<$>160946</>	<$>160946</>	<$>160946</>	<$>160946</>	<$>160946</>	<$>160946</>	<$>160946</>	<$>160946</>	Ignoreparry	0	0	0	0	300	1	8	Circle	0	500	0	None	None	<$>61551</>	TRUE	FALSE	AREA	Attack	0	1	0	20003	500
1200	0	2	CriticalWound	None	None	None	None	100	24	Normal	0	TRUE	3000	0	10000	TOGGLE	0	None	0	21459	EspadaVolar	MELEE	None	12000	0	None	<$>160775</>	HP	2200	None	Espada Volar	rse_espadavolar	0	DH	0	0	300	1	BOTH	866	YES	75	3000	0	300	30	0	132	leftspin	35	0	1200	0	0	0	<$>160774</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	203	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	4.5	0	1	0	100	100	4	100	<$>185188</>	<$>160947</>	<$>160947</>	<$>160947</>	<$>160947</>	<$>160947</>	<$>160947</>	<$>160947</>	<$>160947</>	<$>160947</>	<$>160947</>	<$>160947</>	<$>160947</>	<$>160947</>	<$>160947</>	<$>160948</>	ChargeDam	0	0	0	0	100	1	3	Circle	0	200	0	None	Enemy	<$>160776</>	TRUE	FALSE	SPLASH_MISSILE	Attack	0	1	0	20004	650
1200	0	2	Drain	None	None	None	None	50	392	Normal	0	FALSE	0	0	0	None	0	None	0	21460	CorrienteEstelar	MELEE	None	16000	0	None	<$>160780</>	HP	1100	None	Corriente Estelar	rse_corrienteestelar	3098	DH	0	0	300	12	BOTH	4700	YES	120	0	0	300	30	0	255	leftspin	85	0	200	0	0	626	<$>160779</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	203	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	10.5	0	1	0	100	100	5	100	<$>185189</>	<$>160949</>	<$>160949</>	<$>160949</>	<$>160949</>	<$>160949</>	<$>160949</>	<$>160949</>	<$>160949</>	<$>160949</>	<$>160949</>	<$>160949</>	<$>160949</>	<$>160949</>	<$>160949</>	<$>160949</>	Ignoreparry	0	0	0	0	500	0	0	None	0	0	0	None	Enemy	<$>58727</>	TRUE	FALSE	MELEE	Attack	0	1	0	20005	450
1200	0	1	Silence	None	None	None	None	50	278	Normal	0	TRUE	500	0	0	None	0	None	0	21462	CorteAquilesRare	MELEE	None	6000	0	None	<$>160768</>	HP	1100	None	Corte Aquiles	rse1_corteaquiles	100	DH	0	0	300	1	BOTH	1730	YES	120	500	0	300	30	0	255	leftspin	85	0	1200	0	0	1128	<$>152084</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	203	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	9.5	0	1	0	100	100	2	100	<$>185186</>	<$>180384</>	<$>180384</>	<$>180384</>	<$>180384</>	<$>180384</>	<$>180384</>	<$>180384</>	<$>180384</>	<$>180384</>	<$>180384</>	<$>180384</>	<$>180384</>	<$>180384</>	<$>180384</>	<$>180384</>	Ignoreparry	0	0	0	0	300	1	6	Square	0	400	0	None	Wave	<$>189016</>	TRUE	FALSE	AREA	Attack	0	1	1200	20002	450
1200	0	2	None	None	None	None	None	0	0	Normal	0	FALSE	0	0	0	None	0	None	0	21463	HiladoPajaroRare	MELEE	None	8000	0	None	<$>160772</>	HP	1100	None	Hilado Pajaro	rse1_hiladopajaro	3098	DH	0	0	300	3	BOTH	2800	YES	140	0	0	300	30	0	112	leftspin	45	0	200	0	0	0	<$>160771</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	203	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	27.5	0	1	0	100	100	3	100	<$>185187</>	<$>180385</>	<$>180385</>	<$>180385</>	<$>180385</>	<$>180385</>	<$>180385</>	<$>180385</>	<$>180385</>	<$>180385</>	<$>180385</>	<$>180385</>	<$>180385</>	<$>180385</>	<$>180385</>	<$>180385</>	Ignoreparry	0	0	0	0	300	1	8	Circle	0	500	0	None	None	<$>61551</>	TRUE	FALSE	AREA	Attack	0	1	0	20003	500
