AGI	AnimType	AttachEffectIndex	AttachEffectIndexBattle	BodyType	BoneType	BuffMidOffset	BuffTopOffset	CHA	CON	Cache	Category	CharacterBuff	CharacterBuffLv	ClassID	ClassName	ClassType	ClothType	CollectCard	CommPoint	CostumeListFemale	CostumeListMale	Create	CreationCard	DEAD	DEX	DamageOffset	DefaultArmor	DefaultArmorName	DefaultInvenItem	DefaultInvenItemCount	DefaultLWeapon	DefaultRWeapon	DefaultStance	Dummy_N_LH	Dummy_N_RH	EdgeColor	EngName	EqpAchieveSet	EqpArmorSet	EqpArtifactSet	EqpAssistSet	EqpBackSet	EqpBeltSet	EqpBootsSet	EqpBreastSet	EqpCostumeSet	EqpEarSet	EqpFaceSet	EqpGloveSet	EqpHeadSet	EqpNeckSet	EqpRingSet	EqpShoulderSet	EqpWeaponSet	EquipTown	EventCard	ExpeditionTag	ExpertStance	Gender	HairType	HeadType	HitDummy	HitOffset	Home	IDL	INT	IconClass	JobDesc	JobSkill	JobSklName	KillVoice	LODDist	Mass	Name	OriginalDEADAni	PICK	PINCH	PoseType	RUN	RootNode	Rotation	RuneWordPercentage	STD	STR	STUN	ScaleF	ScaleM	SelfHitEffect	Size	TopDummy	UniqueHit	Value	VeteranStance	WLK	WeaponScale	WeightRatio	initLv
80	ANIA	None	None	PC_SET_ANIA_BODY	PC_SET_ANIA	128	187	50	70	TRUE	Cityzen	ChaASPD	2	60	Ania	ANIA	Normal	29050	0	None	None	Hire	22064	None	60	147	15001	CrecementoLeather	0	0	10000	7202	BareknuckleA,BackGuardN,Combatant	None	None	FFFFFF00	Ania	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosAnia	None,Ear	None,	None,Glove,LGlove	None,HatAnia	None,Necklace	None,Ring	None,Shoulder	6000,6001,6002,6003	TRUE	22545	23,46,3	None	Female	PC_SET_ANIA_HAIR	PC_SET_ANIA_HEAD	Bip01 Spine1	128	GranadoEspada	PC_IDL_ANIA	40	fighter	<$>88696</>	1034	Beast	None	1200	1	<$>2477</>	NO	PC_PICK_ANIA	PC_PINCH_ANIA	ANIA	PC_RUN_ANIA	Bip01	TRUE	0	PC_STD_ANIA	90	PC_STUN_ANIA	0.944	0	HIT_Blood_Human	S	Dummy_State	NO	390	None	PC_WLK_ANIA	None	1	80
30	HELLENA	None	None	PC_SET_HELLENA_BODY	PC_SET_HELLENA	122	178	75	30	TRUE	Cityzen	ChaIncINT	1	61	Hellena	HELLENA	Skirt	29051	0	None	None	Hire	22065	None	45	140	15004	CrecementoRobe	0	0	10000	7222	PossessionFire,PossessionIce,PossessionLightning,EvocationFire,EvocationIce,EvocationLightning	None	None	FFFFFF00	Hellena	None,Achieve	None,Robe	None,Artifact	None,ElementalSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosHEL	None,Ear	None,	None,Glove	None,HatHEL	None,Necklace	None,Ring	None,Shoulder	500,502,504,506,508,509,510,512,513,514,6101,6102, 6103, 6104, 6105	TRUE	22546	7,54,59	None	Female	PC_SET_HELLENA_HAIR	PC_SET_HELLENA_HEAD	Bip01 Spine1	122	GranadoEspada	PC_IDL_HELLENA	90	warlock	<$>91777</>	1023	Memorise	None	1200	0.9	<$>11161</>	NO	PC_PICK_HELLENA	PC_PINCH_HELLENA	HELLENA	PC_RUN_HELLENA	Bip01	TRUE	0	PC_STD_HELLENA	30	PC_STUN_HELLENA	0.9	0	HIT_Blood_Human	S	Dummy_State	NO	300	DominationFire,DominationIce,DominationLightning,ForgottenTheMagic	PC_WLK_HELLENA	None	1	60
75	MIFUYU	None	None	PC_SET_MIFUYU_BODY	PC_SET_MIFUYU	122	178	50	85	TRUE	Cityzen	ChaMHP	2	62	Mifuyu	MIFUYU	Skirt	0	0	None	None	Hire	22075	None	60	140	4201	SettlerMetal_Normal	0	0	10000	408	Bareknuckle,HighGuard,BackGuardMI,PlowGuard,RoofGuard,MiddleGuardMI,TwinBladesMI	None	None	FFFFFF00	Mifuyu	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosMifuyu_JPN,CosAsuka_JPN	None,Ear	None,	None,Glove,LGlove,MGlove	None,HatMifuyu_JPN,HatMifuyu,HatAsuka_JPN	None,Necklace	None,Ring	None,Shoulder	100,100101,11901,11902,11903	TRUE	155048	25,5,3	None	Female	PC_SET_MIFUYU_HAIR	PC_SET_MIFUYU_HEAD	Bip01 Spine1	122	GranadoEspada	PC_IDL_MIFUYU	30	fighter	<$>77593</>	30113	Resuscitation	None	1200	0.9	<$>47065</>	NO	PC_PICK_MIFUYU	PC_PINCH_MIFUYU	MIFUYU	PC_RUN_MIFUYU	Bip01	TRUE	0	PC_STD_MIFUYU	95	PC_STUN_MIFUYU	0.9	0	HIT_Blood_Human	S	Dummy_State	NO	395	Sidewinder,LowGuardMI	PC_WLK_MIFUYU	None	1	40
60	MADEMILIA	None	None	PC_SET_MADEMILIA_BODY	PC_SET_MADEMILIA	125	182	70	60	TRUE	Cityzen	ChaCast	1	63	EmiliaLunatic	MADEMILIA	Skirt	29052	0	None	None	Hire	22076	None	55	144	15003	CrecementoCoat	0	0	10000	7220	Psychokinesis,ESP,Levitation,PhantomIllusion	None	None	FFFFFF00	Emilia the lunatic	None,Achieve	None,Coat	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosLunatic	None,Ear	None,	None,Glove	None,HatLunatic	None,Necklace	None,Ring	None,Shoulder	6300,6301,6302	TRUE	22547	4,7,23	None	Female	PC_SET_MADEMILIA_HAIR	PC_SET_MADEMILIA_HEAD	Bip01 Spine1	125	GranadoEspada	PC_IDL_MADEMILIA	90	wizard	<$>47067</>	1019	SafeGuard	None	1200	1	<$>47066</>	NO	PC_PICK_WIZ	PC_PINCH_MADEMILIA	MADEMILIA	PC_RUN_MADEMILIA	Bip01	TRUE	0	PC_STD_MADEMILIA	30	PC_STUN_MADEMILIA	0.949	0	HIT_Blood_Human	S	Dummy_State	NO	365	Incantation,Anathema	PC_WLK_MADEMILIA	None	1	60
75	MIFUYU	None	None	PC_SET_ASUKA_BODY	PC_SET_ASUKA	122	178	50	95	TRUE	Cityzen	ChaATK	2	64	Asoka	ASOKA	Skirt	29053	0	None	None	Hire	22077	None	50	140	4201	SettlerMetal_Normal	0	0	10000	408	Bareknuckle,BackGuardAS,MiddleGuardAS,TwinBladesAS,PlowGuardAS,RoofGuardAS	None	None	FFCC00FF	Asoka	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosMifuyu,CosAsuka_JPN	None,Ear	None,	None,Glove,LGlove,MGlove	None,HatAsuka_JPN,HatMifuyu2	None,Necklace	None,Ring	None,Shoulder	100,6401,6402,6403,6404	TRUE	22570	2,25,5	None	Female	PC_SET_ASUKA_HAIR	PC_SET_ASUKA_HEAD	Bip01 Spine1	122	GranadoEspada	PC_IDL_MIFUYU	30	fighter	<$>47069</>	1020	Sprint2	None	1200	0.9	<$>47068</>	NO	PC_PICK_MIFUYU	PC_PINCH_MIFUYU	MIFUYU	PC_RUN_MIFUYU	Bip01	TRUE	0	PC_STD_MIFUYU	85	PC_STUN_MIFUYU	0.9	0	HIT_Blood_Human	S	Dummy_State	NO	385	LowGuardAS,PlowGuardAS,SidewinderAS	PC_WLK_MIFUYU	None	1	40
80	CATOR	None	None	PC_SET_CATOR_BODY	PC_SET_CATOR	125	182	50	60	TRUE	Cityzen	ChaCRTATK	2	65	CatherineTorsche	CATOR	Normal	29054	0	None	None	Hire	22078	None	50	144	15001	CrecementoLeather	0	0	10000	7208	Bareknuckle,Escrima,DobaladaCorte	None	None	FFFFFF00	Catherine Torsche	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosCator	None,Ear	None,	None,Glove,LGlove	None,HatCator	None,Necklace	None,Ring	None,Shoulder	6500,6501,6502	TRUE	22548	29,10,59	None	Female	PC_SET_CATOR_HAIR	PC_SET_CATOR_HEAD	Bip01 Spine1	125	GranadoEspada	PC_IDL_CATOR	40	fighter	<$>95434</>	10686	HighTide	None	1200	0.9	<$>11157</>	NO	PC_PICK_FGT	PC_PINCH_CATOR	CATOR	PC_RUN_CATOR	Bip01	TRUE	0	PC_STD_CATOR	80	PC_STUN_CATOR	0.949	0	HIT_Blood_Human	S	Dummy_State	NO	360	RaidAssault	PC_WLK_CATOR	None	1	60
50	VALLE	None	None	PC_SET_VALLE_BODY	PC_SET_VALLE	125	182	50	60	TRUE	Cityzen	ChaRHP	2	66	Valleria	VALLE	Skirt	29055	0	None	None	Hire	22079	None	50	144	15004	CrecementoRobe	0	0	10000	10000	FirstAid2	None	None	FFFFFF00	Valleria	None,Achieve	None,Robe	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosValleria	None,Ear	None,FaceValleria	None,Glove	None,HatValleria	None,Necklace	None,Ring	None,Shoulder	6601,6602	TRUE	22549	50,38,9	None	Female	PC_SET_VALLE_HAIR	PC_SET_VALLE_HEAD	Bip01 Spine1	125	GranadoEspada	PC_IDL_VALLE	80	scout	<$>91779</>	1021	Cure	None	1200	1	<$>11224</>	NO	PC_PICK_WIZ	PC_PINCH_VALLE	VALLE	PC_RUN_VALLE	Bip01	TRUE	0	PC_STD_VALLE	30	PC_STUN_VALLE	0.897	0	HIT_Blood_Human	S	Dummy_State	NO	320	None	PC_WLK_VALLE	None	1	60
70	FGT	None	None	PC_SET_RAVEN_BODY	PC_SET_RAVEN	135	198	50	85	TRUE	Cityzen	ChaCRT	2	67	Raven	RAVEN	Normal	29056	0	None	None	Hire	22080	None	85	155	15001	CrecementoLeather	0	0	10000	7211	Bareknuckle,AimingShot,FreestyleShot,EpeeGarde,SabreGarde	None	None	FFFFFF00	Raven	None,Achieve	None,Leather	None,Artifact	None,LargeCaliberBullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosRaven	None,Ear	None,	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	6701,6702,6703,6704,6705,6706	TRUE	22550	37,84,73	None	Male	PC_SET_RAVEN_HAIR	PC_SET_RAVEN_HEAD	Bip01 Spine1	135	GranadoEspada	PC_IDL_FGT	30	musketeer	<$>91780</>	1022	Trigger	None	1200	1	<$>5353</>	NO	PC_PICK_WIZ	PC_PINCH_FGT	RAVEN	PC_RUN_FGT	Bip01	TRUE	0	PC_STD_RAVEN	90	PC_STUN_FGT	0	1	HIT_Blood_Human	S	Dummy_State	NO	410	AvanceGarde,SightShot	PC_WLK_FGT	None	1	60
90	LEONELE	None	None	PC_SET_LEONELE_BODY	PC_SET_LEONELE	137	200	50	40	TRUE	Cityzen	ChaDrain	1	68	Leonele	LEONELE	Normal	29057	0	None	None	Hire	22081	None	100	158	15003	CrecementoCoat	0	0	10000	7212	Bareknuckle,FreestyleShot,StandingShot	None	None	FFFFFF00	Leonele	None,Achieve	None,Coat	None,Artifact	None,Steelbullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosLeonele,CosHomme,CosLeoDual	None,Ear	None	None,Glove,LGlove	None,HatLeonele,HatLeoDual	None,Necklace	None,Ring	None,Shoulder	6801,6802,6803,6804,6807,100115	TRUE	22551	28,84,50	None	Male	PC_SET_LEONELE_HAIR	PC_SET_LEONELE_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	40	musketeer	<$>91781</>	1030	Leadership	None	1200	1	<$>3474</>	NO	PC_PICK_LEONELE	PC_PINCH_MUS	LEONELE	PC_RUN_LEONELE	Bip01	TRUE	0	PC_STD_LEONELE	50	PC_STUN_MUS	0.95	1.011	HIT_Blood_Human	S	Dummy_State	NO	360	OutrageShot	PC_WLK_LEONELE	None	1	80
65	DARIA	None	None	PC_SET_DARIA_BODY	PC_SET_DARIA	126	184	50	60	TRUE	Cityzen	ChaATK	1	71	Daria	DARIA	Normal	29060	0	None	None	Hire	22084	None	60	145	15001	CrecementoLeather	0	0	10000	7201	BareknuckleR,DefendingGuard,DefendingShot	None	None	FFFFFF00	Daria	None,Achieve	None,Leather	None,Artifact	None,Steelbullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosDaria	None,Ear	None,	None,Glove,LGlove	None,HatDaria	None,Necklace	None,Ring	None,Shoulder	7100,7101,7102	TRUE	22554	20,50,69	None	Female	PC_SET_DARIA_HAIR	PC_SET_DARIA_HEAD	Bip01 Spine1	126	GranadoEspada	PC_IDL_RESCUE	30	fighter	<$>91782</>	1022	Trigger	None	1200	0.9	<$>5352</>	NO	PC_PICK_RESCUE	PC_PINCH_RESCUE	DARIA	PC_RUN_RESCUE	Bip01	TRUE	0	PC_STD_DARIA	85	PC_STUN_RESCUE	0.95	0	HIT_Blood_Human	S	Dummy_State	NO	350	None	PC_WLK_RESCUE	None	1	60
60	GRANDIES	None	None	PC_SET_GRANDIES_BODY	PC_SET_GRANDIES	137	200	30	90	TRUE	Cityzen	ChaMSP	1	72	Grandies	GRANDIES	Normal	29061	0	None	None	Hire	22085	None	50	158	15001	CrecementoLeather	0	0	10000	7206	Bareknuckle,BackGuard,TailGuard	None	None	FFFFFF00	Grandies	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosGrandies	None,Ear	None	None,Glove,LGlove,MGlove	None,HatGrandies	None,Necklace	None,Ring	None,Shoulder	6901,6902,6903,6904	TRUE	22555	37,79,84	None	Female	PC_SET_GRANDIES_HAIR	PC_SET_GRANDIES_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	50	fighter	<$>47077</>	1032	GroundWave	None	1200	1	<$>11246</>	NO	PC_PICK_FGT	PC_PINCH_FGT	GRANDIES	PC_RUN_GRANDIES	Bip01	TRUE	1	PC_STD_GRANDIES	100	PC_STUN_FGT	1.05	1	HIT_Blood_Human	S	Dummy_State	NO	360	Sidewinder	PC_WLK_GRANDIES	None	1	60
50	LUDIN	None	None	PC_SET_LUDIN_BODY	PC_SET_LUDIN	90	158	70	50	TRUE	Cityzen	ChaIncINT	1	74	Ludin	LUDIN	Skirt	29063	0	None	None	Hire	22087	None	40	158	15004	CrecementoRobe	0	0	10000	7222	PossessionFire	None	None	FFFFFF00	Ludin	None,Achieve	None,Robe,Coat	None,Artifact	None,ElementalSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosLudin	None,Ear	None	None,Glove	None,HatLudin	None,Necklace	None,Ring	None,Shoulder	7300,7301,7302	TRUE	22556	35,7,50	None	Female	PC_SET_LUDIN_HAIR	PC_SET_LUDIN_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	95	warlock	<$>91783</>	1054	FireBlessing	None	1200	1	<$>3601</>	NO	PC_PICK_LUDIN	PC_PINCH_MUS	LUDIN	PC_RUN_LUDIN	Bip01	TRUE	0	PC_STD_LUDIN	40	PC_STUN_MUS	0.62	0	HIT_Blood_Human	S	Dummy_State	NO	345	None	PC_WLK_LUDIN	None	1	60
80	ADRIANA	None	None	PC_SET_ADRIANA_BODY	PC_SET_ADRIANA	137	200	60	85	TRUE	Cityzen	ChaEvasion	1	75	Adriana	ADRIANA	Normal	29064	0	None	None	Hire	22088	None	70	158	15001	CrecementoLeather	0	0	10000	7205	Bareknuckle,MiddleGuard,HeavenorHell,AimingShot	None	None	FFFFFF00	Adriana	None,Achieve	None,Leather,Coat	None,Artifact	None,LargeCaliberBullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosAdrianaAll	None,Ear	None,FaceAdriana	None,Glove,LGlove	None,HatAdrianaAll,HatAdriana	None,Necklace	None,Ring	None,Shoulder	7500,7501,7502,7503	TRUE	22557	24,41,69	None	Female	PC_SET_ADRIANA_HAIR	PC_SET_ADRIANA_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	50	fighter	<$>47081</>	1040	Tactics	None	1200	1	<$>4976</>	NO	PC_PICK_ADRIANA	PC_PINCH_MUS	ADRIANA	PC_RUN_ADRIANA	Bip01	TRUE	0	PC_STD_ADRIANA	90	PC_STUN_MUS	1	1.011	HIT_Blood_Human	S	Dummy_State	NO	435	None	PC_WLK_ADRIANA	None	1	60
70	CRUZ	None	None	PC_SET_CRUZ_BODY	PC_SET_CRUZ	137	200	55	85	TRUE	Cityzen	ChaBLK	2	76	Cruz	CRUZ	Normal	29065	0	None	None	Hire	22089	None	30	158	15001	CrecementoLeather	0	0	10000	7201	Bareknuckle,BackGuard,HackandSlash	None	None	FFFFFF00	Cruz	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible	None,Ear	None	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	7600,7601,7602	TRUE	22558	67,24,11	None	Male	PC_SET_CRUZ_HAIR	PC_SET_CRUZ_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_FGT	60	fighter	<$>91784</>	1020	Sprint2	None	1200	1	<$>4987</>	NO	PC_PICK_WIZ	PC_PINCH_MUS	CRUZ	PC_RUN_CRUZ	Bip01	TRUE	0	PC_STD_CRUZ	90	PC_STUN_MUS	0.95	1.011	HIT_Blood_Human	S	Dummy_State	NO	390	None	PC_WLK_CRUZ	None	1	60
60	ION	None	None	PC_SET_ION_BODY	PC_SET_ION	149	217	70	70	TRUE	Cityzen	ChaMSP	2	77	Ion	ION	Normal	29066	0	None	None	Hire	22090	None	30	174	15004	CrecementoRobe	0	0	10000	7223	PossessionIce	None	None	FFFFFF00	Ion	None,Achieve	None,Robe	None,Artifact	None,ElementalSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosIon	None,Ear	None	None,Glove	None,HatIon	None,Necklace	None,Ring	None,Shoulder	7700,7701,7702	TRUE	22559	29,32,65	None	Male	PC_SET_ION_HAIR	PC_SET_ION_HEAD	Bip01 Spine1	149	GranadoEspada	PC_IDL_WAR	95	warlock	<$>91785</>	20535	Flare	None	1200	1	<$>11231</>	NO	PC_PICK_ION	PC_PINCH_WAR	ION	PC_RUN_ION	Bip01	TRUE	0	PC_STD_ION	50	PC_STUN_WAR	0.95	1.05	HIT_Blood_Human	S	Dummy_State	NO	375	None	PC_WLK_ION	None	1	60
50	VINCENT	None	None	PC_SET_VINCENT_BODY	PC_SET_VINCENT	137	200	40	65	TRUE	Cityzen	ChaDrain	1	78	Vincent	VINCENT	Normal	29067	0	None	None	Hire	22091	None	50	158	15003	CrecementoCoat	0	0	10000	10000	Anathema,PhantomIllusion,FirstAid,Fortitudo,Psychokinesis	None	None	FFFFFF00	Vincent	None,Achieve	None,Coat,Robe	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosVincent	None,Ear	None	None,Glove	None,HatVincent	None,Necklace	None,Ring	None,Shoulder	7800,7801,7802,7803	TRUE	22560	32,34,56	None	Male	PC_SET_VINCENT_HAIR	PC_SET_VINCENT_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_WAR	85	wizard	<$>47084</>	1041	Frenzy	None	1200	1	<$>11242</>	NO	PC_PICK_VINCENT	PC_PINCH_MUS	VINCENT	PC_RUN_VINCENT	Bip01	TRUE	0	PC_STD_VINCENT	50	PC_STUN_MUS	0.95	1	HIT_Blood_Human	S	Dummy_State	NO	340	Anathema	PC_WLK_VINCENT	None	1	60
40	VEATRICE	None	None	PC_SET_VEATRICE_BODY	PC_SET_VEATRICE	137	200	60	65	TRUE	Cityzen	ChaREle	1	79	Veatrice	VEATRICE	Skirt	29068	0	None	None	Hire	22092	None	50	158	15004	CrecementoRobe	0	0	10000	7224	PossessionLightning	None	None	FFFFFF00	Veatrice	None,Achieve	None,Coat,Robe	None,Artifact	None,ElementalSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosVeatrice	None,Ear	None	None,Glove	None,HatVeatrice	None,Necklace	None,Ring	None,Shoulder	7900,7901,7902	TRUE	22561	66,22,28	None	Female	PC_SET_VEATRICE_HAIR	PC_SET_VEATRICE_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_WAR	95	warlock	<$>91786</>	20425	EnchantedArm	None	1200	1	<$>11233</>	NO	PC_PICK_VEATRICE	PC_PINCH_MUS	VEATRICE	PC_RUN_VEATRICE	Bip01	TRUE	0	PC_STD_VEATRICE	40	PC_STUN_MUS	0.95	1.011	HIT_Blood_Human	S	Dummy_State	NO	350	None	PC_WLK_VEATRICE	None	1	60
70	HEYRAN	None	None	PC_SET_HEYRAN_BODY	PC_SET_HEYRAN	137	200	50	65	TRUE	Cityzen	ChaPCDEF	1	81	Heyran	HEYRAN	Skirt	29070	0	None	None	Hire	22095	None	60	158	15003	CrecementoCoat	0	0	10000	7208	Bareknuckle,BareknuckleH,FemmeFatale	None	None	FFFFFF00	Heyran	None,Achieve	None,Coat	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosHeyran	None,Ear	None	None,Glove,LGlove	None,HatHeyran	None,Necklace	None,Ring	None,Shoulder	9000,9001,9002	TRUE	22562	55,73,18	None	Female	PC_SET_HEYRAN_HAIR	PC_SET_HEYRAN_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_WAR	50	fighter	<$>91788</>	1050	DaggerPolish	None	1200	1	<$>85014</>	NO	PC_PICK_HEYRAN	PC_PINCH_MUS	HEYRAN	PC_RUN_HEYRAN	Bip01	TRUE	0	PC_STD_HEYRAN	75	PC_STUN_FGT	0.95	1.011	HIT_Blood_Human	S	Dummy_State	NO	370	None	PC_WLK_HEYRAN	None	1	100
75	JD	None	None	PC_SET_JD_BODY	PC_SET_JD	137	200	50	85	TRUE	Cityzen	ChaMSP	1	82	Jd	JD	Normal	29071	0	None	None	Hire	22096	None	60	158	15001	CrecementoLeather	0	0	10000	7205	Bareknuckle,BackGuardN,MiddleGuard	None	None	FFFFFF00	JD	None,Achieve	None,Leather	None,Artifact	None,	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosJd,CosHomme	None,Ear	None	None,Glove,LGlove	None,HatJd	None,Necklace	None,Ring	None,Shoulder	8400,8401,8402,8403,8404,8405,8406	TRUE	22563	18,80,69	None	Male	PC_SET_JD_HAIR	PC_SET_JD_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_JD	50	fighter	<$>92924</>	1047	WeaponMaster	None	1200	1	JD	NO	PC_PICK_JD	PC_PINCH_MUS	JD	PC_RUN_JD	Bip01	TRUE	0	PC_STD_JD	90	PC_STUN_FGT	0.95	1.011	HIT_Blood_Human	S	Dummy_State	YES	410	LowGuard	PC_WLK_JD	None	1	100
40	MARCHETTI	None	None	PC_SET_MARCHETTI_BODY	PC_SET_MARCHETTI	137	200	65	50	TRUE	Cityzen	ChaCast	2	83	Marchetti	MARCHETTI	Normal	29072	0	None	None	Hire	22097	None	90	158	15003	CrecementoCoat	0	0	10000	7220	Psychokinesis,DIstortionCube	None	None	FFFFFF00	Marchetti	None,Achieve	None,Coat,Robe	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosMarchetti	None,Ear	None,FaceMarchetti	None,Glove	None,HatMarchetti	None,Necklace	None,Ring	None,Shoulder	8500,8501,8502,100105	TRUE	22564	19,18,7	None	Male	PC_SET_MARCHETTI_HAIR	PC_SET_MARCHETTI_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MARCHETTI	90	wizard	<$>91789</>	1049	FastThinking	None	1200	1	<$>88700</>	NO	PC_PICK_WIZ	PC_PINCH_MUS	MARCHETTI	PC_RUN_MARCHETTI	Bip01	TRUE	0	PC_STD_MARCHETTI	30	PC_STUN_FGT	0	0.87	HIT_Blood_Human	S	Dummy_State	YES	365	None	PC_WLK_MARCHETTI	None	1	100
80	ADRIANA	None	None	PC_SET_ADRIANA2_BODY	PC_SET_ADRIANA2	137	200	60	85	TRUE	Cityzen	ChaCRT	1	84	CadetAdriana	ADRIANA2	Normal	29073	0	None	None	Hire	22098	None	70	158	4104	SettlerLeather_High	0	0	10000	309	Bareknuckle,MiddleGuard,HeavenorHell,AimingShot	None	None	FFCC00FF	Cadet Adriana	None,Achieve	None,Leather,Coat	None,Artifact	None,LargeCaliberBullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosAdrianaAll	None,Ear	None,FaceAdriana	None,Glove,LGlove	None,HatAdrianaAll,HatCadetAdriana	None,Necklace	None,Ring	None,Shoulder	7500,7501,7502,7503	TRUE	22577	11,41,70	None	Female	PC_SET_ADRIANA2_HAIR	PC_SET_ADRIANA2_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	40	fighter	<$>47089</>	1004	Concentrate	None	1200	1	<$>47088</>	NO	PC_PICK_ADRIANA	PC_PINCH_MUS	ADRIANA	PC_RUN_ADRIANA	Bip01	TRUE	0	PC_STD_ADRIANA	90	PC_STUN_MUS	1	1.011	HIT_Blood_Human	S	Dummy_State	NO	425	None	PC_WLK_ADRIANA	None	1	60
30	ELISA	None	None	PC_SET_ELISA_BODY	PC_SET_ELISA	137	200	50	70	TRUE	Cityzen	ChaMSP	1	85	Elisa	ELISA	Normal	29074	0	None	None	Hire	22099	None	50	158	4304	SettlerCoat_High	0	0	10000	10000	FirstAid,Fortitudo	None	None	FFCC00FF	Cadet Elisa	None,Achieve	None,Coat	None,Artifact	None,	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosElisaAll	None,Ear	None	None,Glove,LGlove	None,HatElisaAll	None,Necklace	None,Ring	None,Shoulder	8000,8001	TRUE	22578 22114	3,9,70	None	Female	PC_SET_ELISA_HAIR	PC_SET_ELISA_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	80	scout	<$>47091</>	1021	Cure	None	1200	1	<$>47090</>	NO	PC_PICK_ADRIANA	PC_PINCH_MUS	ELISA	PC_RUN_ADRIANA	Bip01	TRUE	0	PC_STD_ELISA	50	PC_STUN_MUS	0.918	1.011	HIT_Blood_Human	S	Dummy_State	NO	330	TacticalAssistance	PC_WLK_ADRIANA	None	1	60
30	ELISA	None	None	PC_SET_ELISAOFFICER_BODY	PC_SET_ELISAOFFICER	137	200	50	55	TRUE	Cityzen	ChaMHP	1	86	ElisaOfficer	ELISAOFFICER	Skirt	29075	0	None	None	Hire	22100	None	60	158	15003	CrecementoCoat	0	0	10000	10000	FirstAid,Fortitudo	None	None	FFFFFF00	Elisa	None,Achieve	None,Coat	None,Artifact	None,	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosElisaAll	None,Ear	None	None,Glove,LGlove	None,HatElisaAll	None,Necklace	None,Ring	None,Shoulder	8000,8001	TRUE	22565	19,41,24	None	Female	PC_SET_ELISAOFFICER_HAIR	PC_SET_ELISAOFFICER_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	90	scout	<$>91790</>	1042	MassHealing	None	1200	1	<$>47092</>	NO	PC_PICK_ADRIANA	PC_PINCH_MUS	ELISA	PC_RUN_ADRIANA	Bip01	TRUE	0	PC_STD_ELISA	50	PC_STUN_MUS	0.918	1.011	HIT_Blood_Human	S	Dummy_State	NO	335	TacticalAssistance	PC_WLK_ADRIANA	None	1	60
